Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_LMT,Predicted_Covariance,Future_Cov_45_LMT,Beta_Predicted
2013-06-17,6.406673037804978e-05,0.6192731811613562,0.00010999869125404302,0.9083005757239666,5.19867073551021e-05,4.8009297825663424e-05,0.8114462381385007
2013-06-18,5.269216623890948e-05,0.598670307029062,0.00010910078483276161,0.9044967939249816,4.539151545694152e-05,4.732689584258443e-05,0.8614471314603699
2013-06-19,5.313666894497608e-05,0.6087748109159017,0.00010773311695929073,0.8330245896574601,4.6060478982598636e-05,4.141273162014224e-05,0.8668303809238596
2013-06-20,6.610900161714408e-05,0.6094097787858475,0.00010665763946278339,0.8546869937365138,5.1172390086359675e-05,2.974268646377528e-05,0.7740608515420253
2013-06-21,6.524441916700448e-05,0.615373741338622,0.00010532122801226905,0.8718386581493087,5.101155966793009e-05,3.0593213957224344e-05,0.7818532269765036
2013-06-24,5.5679700730278476e-05,0.6152170852038644,0.00010248601793008483,0.8972203977607223,4.647390259970607e-05,3.367757011103166e-05,0.8346650932057486
2013-06-25,5.683904438603972e-05,0.6066435724610486,9.960365507818412e-05,0.9623142977172068,4.564514827440135e-05,3.459277801146651e-05,0.8030597411945984
2013-06-26,5.616484134519195e-05,0.6031181464964553,9.773690117863909e-05,0.9075771771890656,4.46852247364488e-05,3.090627795107692e-05,0.7956084921848378
2013-06-27,5.600093181678947e-05,0.6100707602693857,9.701754768709028e-05,0.8801577507568016,4.496793903949031e-05,2.9651886232199783e-05,0.802985550072733
2013-06-28,5.651835513949762e-05,0.5941951306907144,9.568936518346376e-05,0.9241285574512598,4.369740856094763e-05,3.104470676998465e-05,0.7731542868346831
2013-07-01,4.0959150997653995e-05,0.5866095812636819,9.239196779108397e-05,0.9395090672239542,3.6086248346796205e-05,3.222362460838801e-05,0.8810301841672232
2013-07-02,4.708768430286185e-05,0.5707747913593674,9.192831268363784e-05,0.9196101682114206,3.755286663653566e-05,3.149955330672667e-05,0.7975093103963345
2013-07-03,4.5307854285029834e-05,0.5645211003029443,9.112947101170574e-05,0.9209283120060332,3.627407541160734e-05,3.154432804490468e-05,0.8006134032172134
2013-07-05,5.048108536897671e-05,0.5733475429726009,9.154954542329225e-05,0.8617273529932346,3.8977178121514306e-05,2.907827939591568e-05,0.7721145026225572
2013-07-08,5.858594159480322e-05,0.5726752835920387,8.985763432944438e-05,0.8672076900888097,4.155111067510988e-05,2.9653344273501707e-05,0.709233470420071
2013-07-09,6.185296409698371e-05,0.5848429098815198,8.706948263354947e-05,0.9018019919141858,4.2919284124685436e-05,3.0076581199776577e-05,0.6938921157826681
2013-07-10,6.043816195282401e-05,0.5836243614807736,8.848866329879452e-05,0.9041699247362254,4.268082968511499e-05,3.0364621555014928e-05,0.7061900677659623
2013-07-11,6.428746384905295e-05,0.5860237880015219,8.927346136826606e-05,0.9111729531674692,4.439556412305097e-05,2.7095773369800506e-05,0.6905788697356582
2013-07-12,6.999194674271863e-05,0.6058352515427489,8.907796661040465e-05,0.9187834126533498,4.783697663521429e-05,2.794478726349852e-05,0.6834640106676393
2013-07-15,7.060701256657018e-05,0.6004895341185982,8.994176011373348e-05,0.900215633569409,4.785309720278099e-05,2.7474123854428637e-05,0.6777385908752875
2013-07-16,3.5042919617133015e-05,0.600043164744544,8.864929039744854e-05,0.8279671115478009,3.344415795889373e-05,2.7181557603142085e-05,0.9543770417617364
2013-07-17,3.792838595062833e-05,0.6021142879996311,8.648809502152671e-05,0.8247828818737171,3.448571855904379e-05,2.7116339434196553e-05,0.9092324309274356
2013-07-18,3.7451029819475974e-05,0.6059401969478632,8.473116749902707e-05,0.8959338478734001,3.4133690097152335e-05,3.20281855370431e-05,0.911421935836902
2013-07-19,4.0860668714576163e-05,0.6097811164627522,8.256913439482844e-05,0.9010360686678532,3.5418940998019054e-05,3.263149012784128e-05,0.8668223529436294
2013-07-22,3.950888193740232e-05,0.61154214399292,8.126023188550893e-05,0.8986799946278454,3.4650762036951744e-05,3.259113741817803e-05,0.8770372720709293
2013-07-23,3.3171208880188284e-05,0.6036544061820824,7.845804316151008e-05,0.9272297813367052,3.07955355126363e-05,3.3707658857589e-05,0.9283814655012206
2013-07-24,3.471216593235655e-05,0.6113008806255433,7.712904859355091e-05,0.9784614336944404,3.163041318753653e-05,3.55742497062305e-05,0.9112198083281401
2013-07-25,3.488954269695917e-05,0.6207780484079244,7.56429957541701e-05,0.985499478447385,3.1891015596129365e-05,3.619834344936734e-05,0.9140565662647352
2013-07-26,3.343176772700175e-05,0.6216876112331721,7.378134768806346e-05,1.0149737449600449,3.087629454814406e-05,3.788992711857313e-05,0.9235615298680807
2013-07-29,3.360094972876798e-05,0.6254844379754906,7.279294822064926e-05,0.9724090234237568,3.093406117272682e-05,3.747663016562157e-05,0.9206305602202114
2013-07-30,3.816574763863081e-05,0.664002652411188,7.161717272926102e-05,0.9841440481787996,3.4714849549820446e-05,3.795256695788682e-05,0.9095812789655031
2013-07-31,3.750748633018741e-05,0.6802023158304263,7.135424564963936e-05,1.0352657654761337,3.5189005702871496e-05,4.1915330257232383e-05,0.9381861901673236
2013-08-01,4.226173154810077e-05,0.6926041133860329,7.153249447010179e-05,0.9542680092276102,3.8081179809071925e-05,3.697519850891102e-05,0.9010794970795105
2013-08-02,4.130983358011611e-05,0.6938004435532442,7.136258929198248e-05,0.8635336455264703,3.76700846011181e-05,3.474095936773225e-05,0.9118914635194767
2013-08-05,3.7225611971094185e-05,0.6877464010407502,7.050277242714323e-05,0.8604240655309148,3.5233220935355825e-05,3.702670110742743e-05,0.9464779507913675
2013-08-06,4.1983018398946586e-05,0.6802868128305285,7.118215413093178e-05,0.8725630608317386,3.718899527477332e-05,3.7073137948909405e-05,0.8858104227138286
2013-08-07,4.81253999850549e-05,0.6734065519480592,7.161919461715818e-05,1.0510347893601282,3.9534771229211276e-05,5.559322671448751e-05,0.8214949120732212
2013-08-08,4.5117615842124565e-05,0.661619848867437,7.134949233400452e-05,1.026100965302166,3.7538510874465e-05,5.492048491130845e-05,0.832014506391908
2013-08-09,4.7210405389653165e-05,0.6565756094121495,7.284396749200848e-05,1.03305691484691,3.850351748289055e-05,5.542564953607059e-05,0.8155726934581491
2013-08-12,4.729046229109182e-05,0.6595047274954215,7.312142279949681e-05,1.0459651662038791,3.87817149073517e-05,5.73874630498345e-05,0.8200747683250514
2013-08-13,5.1414947954433665e-05,0.6839841582726003,8.048024567220621e-05,1.043473050827041,4.399824869004489e-05,6.150369904679649e-05,0.855748190760364
2013-08-14,5.361675369996386e-05,0.7002653803586271,8.630987000973127e-05,1.0569521425197246,4.76368619961387e-05,6.247289093915419e-05,0.8884697171841422
2013-08-15,5.120699157562921e-05,0.714653628937213,9.134441560456033e-05,1.0457884644901765,4.8876627857448274e-05,5.736686205741691e-05,0.9544912980341922
2013-08-16,4.9139520575593413e-05,0.7186890563666064,9.562553671151515e-05,1.0655628835856836,4.926556095382503e-05,5.800902893801704e-05,1.002564949286343
2013-08-19,5.1240075352845624e-05,0.7201786098624545,9.861862627079854e-05,1.1413721052704415,5.1194649309676614e-05,6.114075677917481e-05,0.9991134665033922
2013-08-20,5.687877447837599e-05,0.7043056112697784,0.00010796479166055071,1.0923921274752195,5.5192153424567047e-05,5.911013878890764e-05,0.9703470922276963
2013-08-21,5.746511661394483e-05,0.6914403424278817,0.00011538185261280887,1.1275012848801818,5.630223241111814e-05,5.9690258341360876e-05,0.9797636501699102
2013-08-22,5.43081375808944e-05,0.6967891078549202,0.00011826331379603553,1.1485702011914511,5.5841725565929505e-05,5.951345756812502e-05,1.0282386407147688
2013-08-23,4.6628310947370826e-05,0.6811321426202791,0.0001225625886320779,1.1341676346188947,5.149145686472093e-05,5.865613737673956e-05,1.1042959913954231
2013-08-26,5.7057237442025364e-05,0.6710828109051515,0.0001278012092036495,1.1249812074961627,5.730585105480514e-05,5.7926237069146324e-05,1.0043572669117111
2013-08-27,6.26349019454684e-05,0.6552768697611726,0.00014364362670177605,1.1212453581530166,6.215502136381468e-05,5.076532638307254e-05,0.992338447626668
2013-08-28,6.352118414260544e-05,0.6409570107750547,0.00015659421820140196,1.1229299133767097,6.39257830270041e-05,5.125668054990991e-05,1.006369511051468
2013-08-29,6.345432123592429e-05,0.6417995584935822,0.00016618049721200262,1.1255640119173769,6.590525465370207e-05,5.1394210120026e-05,1.0386251616917495
2013-08-30,6.533098257867051e-05,0.6448630478078698,0.0001742064888878917,1.1391695333561709,6.8795376280858e-05,5.15041642059557e-05,1.0530283422266873
2013-09-03,6.741624909395761e-05,0.6392553788562021,0.00018118479485248982,1.1296906365924806,7.065087714305622e-05,5.145676158473757e-05,1.0479799468610385
2013-09-04,5.29054408502055e-05,0.6353755372932716,0.00017763058895654328,1.1526378346034376,6.159415997415971e-05,5.1653041493072624e-05,1.164231107128568
2013-09-05,5.526096611110341e-05,0.6420078965976763,0.00017559561956804993,1.0930773666562843,6.324212370771443e-05,5.3887206584757345e-05,1.1444266750705139
2013-09-06,5.903493096893949e-05,0.6393952053234394,0.0001738951878212411,1.0833723078560618,6.47839892178442e-05,5.6989287033942803e-05,1.0973840090018825
2013-09-09,5.950680039687122e-05,0.6345609312603094,0.00017276550685184475,1.118514719328503,6.434060627660501e-05,5.716348301997465e-05,1.0812311508515915
2013-09-10,6.058865375686932e-05,0.6285542613811862,0.0001718661487400075,1.1186102125900073,6.414068579653185e-05,5.6446952435443455e-05,1.0586253666225387
2013-09-11,5.2548421709793746e-05,0.620727667228466,0.0001704245644306457,1.082927589911315,5.874177127523076e-05,5.571522446266531e-05,1.1178598588486763
2013-09-12,5.463125330927889e-05,0.6257522717095256,0.00016990871884211122,1.0890629808304615,6.028799621005739e-05,5.600282388389225e-05,1.1035440806886583
2013-09-13,5.629719144726608e-05,0.6162884018075834,0.0001705801357570255,1.0731545115039467,6.0393693021908234e-05,5.5384363140861664e-05,1.072765647261096
2013-09-16,5.4138744378514925e-05,0.6159918468122058,0.00017102415729056632,1.053857788293315,5.927311931294764e-05,5.444545051437532e-05,1.0948373478803897
2013-09-17,5.7555509167455784e-05,0.6216624206217963,0.00017106295496350558,1.033565587771449,6.168450019766287e-05,5.338030528788579e-05,1.071739284213331
2013-09-18,6.204530316157312e-05,0.6389899523666136,0.0001732365274922276,1.0672567286659402,6.624730562899065e-05,5.27455104605036e-05,1.0677247471331557
2013-09-19,6.178297806302708e-05,0.6426569186498592,0.0001740595411830399,1.0708478827908778,6.66442252758783e-05,5.40505369142147e-05,1.0786826301557053
2013-09-20,6.675064824066973e-05,0.6435257952946156,0.0001695596539109732,1.0495947851100973,6.84628484826461e-05,4.9329820556518717e-05,1.0256506908487695
2013-09-23,6.644616634370019e-05,0.6433302563375334,0.00016749426008629722,1.0453585309877342,6.78686023993764e-05,4.841534403617032e-05,1.0214073457348691
2013-09-24,6.687102886618699e-05,0.6407852294522424,0.00016542732145184857,1.0513596884223382,6.739615399314344e-05,4.8387946951532626e-05,1.0078528046578623
2013-09-25,5.221698153901886e-05,0.655646723616165,0.00016571440237151427,1.0523019264265066,6.098961676676755e-05,4.799668614650258e-05,1.1680034917604991
2013-09-26,5.0374063840171386e-05,0.6517526836281748,0.00016270152887847927,1.056803782976993,5.9004093041441914e-05,4.817960499951561e-05,1.171318899913499
2013-09-27,5.122431082106018e-05,0.6415306387024202,0.00016042723518896166,1.080007935440343,5.8155998148654294e-05,4.873715026532861e-05,1.1353202652507772
2013-09-30,5.1567877421329924e-05,0.6306035646188437,0.00015499698872505402,1.0602160701605134,5.637774223841279e-05,4.7537268643894154e-05,1.0932724994240963
2013-10-01,5.3629225784131454e-05,0.6115421442008488,0.00014960965314331505,1.1047085991633845,5.4778099854252955e-05,4.8538514472412895e-05,1.0214225369343566
2013-10-02,4.9785428743887e-05,0.5565198884392483,0.0001489356514386977,1.0613615044743552,4.792158235127817e-05,4.7294939295536714e-05,0.9625624115401903
2013-10-03,5.1677659876475144e-05,0.5501317734299739,0.0001479937316968936,1.0043035033177392,4.811049319427284e-05,4.424333425377301e-05,0.9309727512675906
2013-10-04,4.988490741732951e-05,0.5305838393114747,0.00014540915667413042,1.0402419697783405,4.51891821182819e-05,4.5021282538253354e-05,0.9058688180021286
2013-10-07,5.300164613196136e-05,0.52607866103365,0.00014275643699429463,1.1187058373487824,4.576075858929238e-05,4.6402340203465524e-05,0.8633837235047207
2013-10-08,5.7418241986777646e-05,0.5311823254414204,0.00014052802626957967,1.1546003967712986,4.771446238214993e-05,4.7599667190469765e-05,0.8309983157118896
2013-10-09,4.671951297786224e-05,0.5474851746630544,0.00014180182160930502,1.1334174458932795,4.456176887767584e-05,4.734046722098167e-05,0.9538149273685957
2013-10-10,5.493659376391755e-05,0.5688477086009014,0.0001456689264456394,0.9549078402935656,5.0887408791629225e-05,3.129859747937078e-05,0.9262934831800979
2013-10-11,5.397060840252837e-05,0.5723172362891064,0.00014293167400899448,0.9972795249248916,5.026662451270728e-05,3.263305435419888e-05,0.9313703513920816
2013-10-14,5.390763459317086e-05,0.5777248297853919,0.00013967827982828236,0.9643035359328088,5.013148969797762e-05,3.175720094557536e-05,0.9299515750655546
2013-10-15,5.553151341989191e-05,0.5783376385294372,0.00013661365474246297,0.9521792530391991,5.0373052282938206e-05,3.5103339901482204e-05,0.9071074995210576
2013-10-16,4.144281603770634e-05,0.5784417641495915,0.00013255817009599175,0.9546037805642544,4.287336004387679e-05,3.192956664597165e-05,1.0345185038793907
2013-10-17,4.1583055321708076e-05,0.5737552499508103,0.00013059647153568715,0.9361163734961984,4.2281520048499324e-05,3.066802607984799e-05,1.0167968592347907
2013-10-18,4.3823960134694674e-05,0.5468838557698789,0.00012704029388156422,0.9795881357981796,4.080577755929183e-05,3.1782645302976813e-05,0.9311293966559311
2013-10-21,4.4710412594374516e-05,0.5042740721265617,0.0001325567967040886,0.9615993016691844,3.882147016617306e-05,3.120746188576955e-05,0.8682870032619111
2013-10-22,4.4371990394003997e-05,0.4753491392718468,0.00014674904671121348,0.8953682097995616,3.835789900807368e-05,2.8928464305931442e-05,0.8644619875617975
2013-10-23,3.6244305626284386e-05,0.48569436204696187,0.00013701852573807388,0.9739968032307192,3.422729668259321e-05,3.072823132705049e-05,0.9443496320639002
2013-10-24,4.040389782719303e-05,0.4869836538943711,0.00012767137471873533,0.9816886281407968,3.497621286454933e-05,3.089717791282233e-05,0.8656643231339253
2013-10-25,3.967999624918889e-05,0.49216697951405436,0.00012009508165342711,0.9844803475840338,3.397511181772199e-05,3.101129591243912e-05,0.8562276973102407
2013-10-28,4.081308187982178e-05,0.49895864569674625,0.00011116626995411615,1.054080416977509,3.3608626502741654e-05,3.587682643197001e-05,0.8234768107369502
2013-10-29,4.2024721372673885e-05,0.5069930852187637,0.00010824231563796738,1.0616763998136811,3.419424308680787e-05,3.5657319191638596e-05,0.8136697155841776
2013-10-30,3.243679795796633e-05,0.53246851906814,0.00010210359893658053,1.0878729870120956,3.064315297504546e-05,3.605261505233096e-05,0.944703389488531
2013-10-31,3.3498134377451295e-05,0.5554366944330201,0.00010111016605127985,1.1134487423684327,3.232527957202024e-05,3.725833589340705e-05,0.9649874589368014
2013-11-01,3.528785039280735e-05,0.566965298402313,9.978151229961027e-05,1.1094670523632042,3.3642953942997634e-05,3.7084113866365256e-05,0.9533863232954255
2013-11-04,3.477448195487655e-05,0.5747006917615309,9.897656579667325e-05,1.1027244145884811,3.371617076871638e-05,3.668514593938097e-05,0.9695664427860223
2013-11-05,3.766596277267884e-05,0.5789060057296482,9.774938650720107e-05,1.104747043384321,3.5126882797476514e-05,3.641767407744768e-05,0.932589537388805
2013-11-06,3.8333959556374354e-05,0.5932236479907423,9.754758020329633e-05,0.8936565642825075,3.627592920597237e-05,3.3166517066407507e-05,0.9463131287709681
2013-11-07,4.0431492315281525e-05,0.614587825507634,9.706768867544963e-05,0.885378739202437,3.8501813227742765e-05,3.1197790181693555e-05,0.9522728700565569
