Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_IYR,Predicted_Covariance,Future_Cov_45_IYR,Beta_Predicted
2013-04-19,7.72897485213767e-05,0.7757407577733719,0.00015612668946389922,1.1198182100707157,8.521501654759625e-05,8.12629908177985e-05,1.102539705172253
2013-04-22,7.797978274745508e-05,0.7783673501648092,0.00014605000493946688,1.1500975262298572,8.306659506835827e-05,8.528031863252825e-05,1.0652324505362796
2013-04-23,8.499754389235151e-05,0.7751775170488999,0.0001410654999442411,1.1511016856455345,8.488183554985953e-05,8.513354036986391e-05,0.9986386860467577
2013-04-24,7.773768893068322e-05,0.7744369517919926,0.0001340166674917761,1.1731018373841529,7.904625276297569e-05,8.755523818111356e-05,1.0168330683648092
2013-04-25,6.90805921567358e-05,0.7747042919439086,0.00012778327541692017,1.1734153009713462,7.278652671425801e-05,8.77462183582731e-05,1.0536465372085098
2013-04-26,7.034557142953508e-05,0.7792073149525616,0.00013043847006452753,1.1571521894164989,7.464045015247816e-05,8.72057712360547e-05,1.0610540029125393
2013-04-29,6.776168711759701e-05,0.7817796613901948,0.0001320252540595787,1.14680669796585,7.394434714289682e-05,8.542542394248038e-05,1.0912412351034018
2013-04-30,5.8041023931509805e-05,0.7860679160984338,0.00012255756975639517,1.1405838522705516,6.629757963055275e-05,8.484418411058918e-05,1.1422537911940687
2013-05-01,6.311211636341748e-05,0.790260913553819,0.00012697293249157334,1.0945356175111611,7.074283320429333e-05,8.19278661009991e-05,1.1209073198708155
2013-05-02,6.214021471172626e-05,0.791879475431948,0.00012755795903484558,1.1044985534464804,7.050164369565634e-05,8.144288003940094e-05,1.1345574524117668
2013-05-03,7.476459886581012e-05,0.7756014074623847,0.00013057979189725054,1.142494617102472,7.663454413998716e-05,8.303576376286142e-05,1.0250111055572342
2013-05-06,7.535412832838797e-05,0.7669183755386791,0.00013266813136655396,1.1400630370689937,7.668068343377944e-05,8.274920384917546e-05,1.0176042790862159
2013-05-07,7.392273390092128e-05,0.7605816549470318,0.00013936909470117808,1.1922329808224668,7.720014138066688e-05,9.05380946729778e-05,1.0443355826657914
2013-05-08,6.958015556766957e-05,0.7562812119248472,0.00014314358006028524,1.193134272661487,7.547653367511873e-05,9.018754888440064e-05,1.0847422380611766
2013-05-09,7.111722928104653e-05,0.7559670389106569,0.00015861284131149275,1.1953564947816144,8.028962818232886e-05,9.031225110403748e-05,1.1289757628919166
2013-05-10,7.562958883543677e-05,0.7548278789988898,0.00017022804578636978,1.1893577828056443,8.564644845013575e-05,9.019411429274916e-05,1.1324463053275984
2013-05-13,7.357910230951406e-05,0.7560471413900585,0.00018084897063759873,1.191830927888899,8.721358495786141e-05,9.048461815469621e-05,1.185303737343699
2013-05-14,7.590263764609063e-05,0.7564226937019785,0.00019009558103491917,1.2089747022989468,9.086131010537367e-05,8.984422979847227e-05,1.1970771098763455
2013-05-15,7.650099964197039e-05,0.7587632362026657,0.0001986507999962905,1.201663993027292,9.353733549302702e-05,8.86942766444551e-05,1.2226942906731648
2013-05-16,7.639729836462006e-05,0.7596966900713895,0.00020544342227208192,1.2104792541721163,9.517554122208428e-05,8.867333282356761e-05,1.2457972108888147
2013-05-17,7.425705624970095e-05,0.7563162961792232,0.00019935966236827817,1.216186401729936,9.202185151522788e-05,8.69267726600072e-05,1.2392337666307434
2013-05-20,7.217439206379002e-05,0.7563734585396124,0.0001943328375022128,1.23234288983257,8.95779138450686e-05,8.850992038338339e-05,1.2411315327172663
2013-05-21,7.13709588975209e-05,0.7564437094457114,0.00018795064642448088,1.229131018281254,8.761113232433238e-05,8.837422340291508e-05,1.2275459609577362
2013-05-22,7.35750525384875e-05,0.757721492319559,0.00023169816580078642,1.196293923702797,9.893186456091295e-05,8.438551669598272e-05,1.3446387212453728
2013-05-23,7.454058968752127e-05,0.7579240666003754,0.00024016648428023906,1.1896429945739833,0.00010140942259617435,8.395003300560471e-05,1.3604590870730817
2013-05-24,7.630250921850573e-05,0.7637821953830912,0.0002323992290472045,1.1891981452761229,0.00010170827339784626,8.38791652922861e-05,1.332961057762683
2013-05-28,7.438631671877e-05,0.759926805077122,0.0002315704413277396,1.2152896261641992,9.973781572568741e-05,8.485513911946664e-05,1.3408086342379744
2013-05-29,7.273626036607267e-05,0.765306815330222,0.00024637152048338453,1.1316744923071795,0.00010244866820391682,8.084026339057288e-05,1.4084951259290104
2013-05-30,7.309916508279677e-05,0.7811678467878456,0.00024259487515682237,1.1414842346742529,0.00010402587526253574,8.133542533955595e-05,1.423078842893888
2013-05-31,7.696255068093324e-05,0.8066397181224929,0.00024570084545830065,1.1718929434560128,0.00011092326748007675,7.740060974937923e-05,1.4412628804356529
2013-06-03,7.835861755638394e-05,0.7910414720677224,0.00023304871662384823,1.1636058643047562,0.00010689711722627634,7.740455415256577e-05,1.364203715683947
2013-06-04,7.696792659140356e-05,0.7825428393475813,0.00023040281668633831,1.1534724250589738,0.0001042094029123097,7.633752760078007e-05,1.3539328331594773
2013-06-05,8.390672708275947e-05,0.7813051766598937,0.00022723256687135892,1.1928706883648923,0.00010788333902195951,7.30152952408882e-05,1.2857531543990657
2013-06-06,8.864935953499249e-05,0.7735696220253055,0.00023903191385996498,1.1415808748351293,0.00011260693875938847,6.861596843725664e-05,1.2702510130932105
2013-06-07,8.584609796353898e-05,0.7731365956223621,0.00022158307124903122,1.2085224234316652,0.00010663132339289,6.884112882749616e-05,1.2421219592086647
2013-06-10,7.344670994631798e-05,0.7567279068249518,0.000215632208410119,1.1922980383549562,9.523196351966191e-05,6.805531947210732e-05,1.296613062576482
2013-06-11,7.540176794643908e-05,0.7496828514899567,0.0002106712643053431,1.1727037188640983,9.44867676025469e-05,6.457457084717944e-05,1.253110771483033
2013-06-12,7.564969572692771e-05,0.7463685786596981,0.0002080331635067596,1.16617608553577,9.363176869176658e-05,6.785947982454895e-05,1.23770185447604
2013-06-13,7.668406692361186e-05,0.7365161569775922,0.00024257924446429663,1.1041039870216776,0.00010045271211283129,5.919595509178485e-05,1.3099554593641511
2013-06-14,7.978958283363962e-05,0.7336406096795557,0.00023161190824947666,1.1488247394454,9.973254524840745e-05,6.162449710810947e-05,1.2499444376886728
2013-06-17,6.406673037804978e-05,0.7210606342694988,0.00021775427754983974,1.2059637275259794,8.516701264343385e-05,6.374263466209344e-05,1.329348511167558
2013-06-18,5.269216623890948e-05,0.6985546551874398,0.00018400792263313098,1.2060509031997204,6.87846733151213e-05,6.310541492236853e-05,1.305406063649906
2013-06-19,5.313666894497608e-05,0.6975207867782978,0.0002090146776054319,1.1150273233667858,7.35093715128433e-05,5.5432129933525636e-05,1.3834019514652585
2013-06-20,6.610900161714408e-05,0.7095039852540094,0.0002644610169392491,0.9552619939221978,9.3813636369318e-05,3.3242646938825e-05,1.419075074111984
2013-06-21,6.524441916700448e-05,0.7081122588787907,0.000270094378792684,0.981622089756519,9.400080449130449e-05,3.444556436715814e-05,1.4407485834258562
2013-06-24,5.5679700730278476e-05,0.6736367109595982,0.0002525966764202211,0.895380887546317,7.988918835228145e-05,3.360852326995415e-05,1.4347991692569912
2013-06-25,5.683904438603972e-05,0.6561226394401973,0.0002538718695822545,0.822609031985,7.881623730937151e-05,2.957072517906903e-05,1.3866566224102392
2013-06-26,5.616484134519195e-05,0.6350744037687892,0.00024259818390483617,0.8304792884274389,7.413113509252903e-05,2.8280816624594285e-05,1.3198850618470608
2013-06-27,5.600093181678947e-05,0.6157522348458692,0.0002397815301984251,0.7861004743347201,7.135287672000882e-05,2.6483163741964205e-05,1.2741373117405295
2013-06-28,5.651835513949762e-05,0.6093874143595415,0.0002347248495438809,0.7611215855958492,7.018879268902825e-05,2.556873310602679e-05,1.2418760686822803
2013-07-01,4.0959150997653995e-05,0.5646495898526558,0.00021332697148305962,0.8024123943775032,5.2780970803690515e-05,2.752143292660187e-05,1.2886246301031394
2013-07-02,4.708768430286185e-05,0.5422557708743616,0.00019856206100623546,0.8140336682165322,5.2433154318239344e-05,2.7883224666086662e-05,1.1135216159919041
2013-07-03,4.5307854285029834e-05,0.5389469107297697,0.0001806575885076765,0.8115059463202624,4.8759679107376973e-05,2.7796311012913367e-05,1.076186014032619
2013-07-05,5.048108536897671e-05,0.5369564062590684,0.00017341381704361202,1.012425713565109,5.023948964084183e-05,3.4163471386159596e-05,0.9952141336429474
2013-07-08,5.858594159480322e-05,0.5499132699268869,0.00016639981787629573,0.9811649333322298,5.429593674252394e-05,3.355000409902763e-05,0.9267741588596432
2013-07-09,6.185296409698371e-05,0.5531878176657474,0.00016216299269889654,0.9586472921060296,5.540242073722784e-05,3.197246555396446e-05,0.895711653371347
2013-07-10,6.043816195282401e-05,0.5561533937828329,0.00015431878268563418,0.963902795907633,5.371055130792175e-05,3.2370622836293205e-05,0.8886860482263904
2013-07-11,6.428746384905295e-05,0.5829993730908494,0.00016634111492092393,0.806849042955493,6.028802242850561e-05,2.399346768971116e-05,0.937788159913447
2013-07-12,6.999194674271863e-05,0.6013948136797149,0.00016158755998306438,0.8349181492715784,6.395693995075268e-05,2.5394026211736708e-05,0.913775697450596
2013-07-15,7.060701256657018e-05,0.6601110835943665,0.00015761815206924405,0.820859364766533,6.963764229084478e-05,2.505221084113113e-05,0.9862709065220476
2013-07-16,3.5042919617133015e-05,0.6739859024020267,0.00015050435261225003,1.0286669300167564,4.894693295323995e-05,3.377038655608907e-05,1.3967709736522367
2013-07-17,3.792838595062833e-05,0.6836012820912776,0.00014502891413403855,1.0249804223054892,5.070051222737064e-05,3.3698222472198746e-05,1.336743205823941
2013-07-18,3.7451029819475974e-05,0.6945561984748547,0.00014266939936367313,1.0487387622986797,5.076971086236991e-05,3.749071400585967e-05,1.3556292338847171
2013-07-19,4.0860668714576163e-05,0.7024986626541752,0.00013502157637988924,1.0501572903307574,5.2179489254107066e-05,3.8031992773355734e-05,1.2770101639450937
2013-07-22,3.950888193740232e-05,0.7069969539984926,0.00013222038648002355,1.0651056898885998,5.109920267783875e-05,3.8626659224141007e-05,1.2933598768702206
2013-07-23,3.3171208880188284e-05,0.6579206546599206,0.0001296457204735384,1.0549395303713012,4.314527715132557e-05,3.8350301641388114e-05,1.300684497425548
2013-07-24,3.471216593235655e-05,0.6748366896010568,0.0001342575995503653,1.0297183637079057,4.606902085379824e-05,3.743781505963336e-05,1.3271721777192684
2013-07-25,3.488954269695917e-05,0.6860955610055485,0.0001400966606521209,1.0267152119588965,4.796739569038077e-05,3.771223697219076e-05,1.3748358958732185
2013-07-26,3.343176772700175e-05,0.6949024757270315,0.00012966640684129287,1.0357024159710102,4.575275682457294e-05,3.866374795657062e-05,1.3685413585719528
2013-07-29,3.360094972876798e-05,0.7029600553647584,0.000127054133202079,1.06707383908756,4.593046295121061e-05,4.112501083761284e-05,1.3669394264736074
2013-07-30,3.816574763863081e-05,0.6733938068436438,0.00012263218525428694,1.0654487031346085,4.6068942015301186e-05,4.108800263613793e-05,1.207075581264675
2013-07-31,3.750748633018741e-05,0.6567465005974813,0.00012073359178953437,1.0960790853462608,4.4194762837193076e-05,4.437750999059085e-05,1.1782917801565256
2013-08-01,4.226173154810077e-05,0.6417252723477138,0.00011518636510579861,1.1649440948068075,4.4773734873475176e-05,4.513830364294596e-05,1.0594391955406592
2013-08-02,4.130983358011611e-05,0.6366648593057561,0.00011642918380882868,1.1015996625034643,4.4153845010294744e-05,4.431863114170615e-05,1.0688458699467518
2013-08-05,3.7225611971094185e-05,0.6273058467222064,0.00012470679682438277,1.0927222682791145,4.274106313046058e-05,4.70232091846892e-05,1.14816280693113
2013-08-06,4.1983018398946586e-05,0.6346287134026736,0.0001308695361099547,1.1001789852516777,4.704092237193363e-05,4.674399951087533e-05,1.1204749959834701
2013-08-07,4.81253999850549e-05,0.6405244880033641,0.0001347641556371379,1.1040608203971352,5.158341746735883e-05,5.839797513485564e-05,1.0718543115148715
2013-08-08,4.5117615842124565e-05,0.6426971408234681,0.00013746846179436205,1.115785506427037,5.061520212438979e-05,5.972071281692748e-05,1.1218501062091217
2013-08-09,4.7210405389653165e-05,0.6405995169596075,0.00013580698386994405,1.1252310525787297,5.1293994835603414e-05,6.037098350633917e-05,1.086497656867086
2013-08-12,4.729046229109182e-05,0.6388561957512048,0.00014025550115111986,1.105177967141831,5.202952282948774e-05,6.063620644559832e-05,1.1002117617126492
2013-08-13,5.1414947954433665e-05,0.6461067185439512,0.00014269133717226655,1.1375926841217503,5.5341096685020644e-05,6.705123627927656e-05,1.076362009236429
2013-08-14,5.361675369996386e-05,0.6489629057101958,0.00013700300356552246,1.162960484343922,5.56205367387689e-05,6.873868795209696e-05,1.0373723304849467
2013-08-15,5.120699157562921e-05,0.6631223849163237,0.000140252015071708,1.120973902558066,5.619696665180813e-05,6.149116902849224e-05,1.0974471438887219
2013-08-16,4.9139520575593413e-05,0.6510275062324137,0.00012642142140872778,1.0868132291249963,5.1312731062497485e-05,5.916589347254797e-05,1.044225309108601
2013-08-19,5.1240075352845624e-05,0.6596701032671078,0.00013121035609631036,1.070110432769226,5.408984524828236e-05,5.7323427999230824e-05,1.0556160363897371
2013-08-20,5.687877447837599e-05,0.6627227509493873,0.0001500232927570476,1.0269787242155084,6.121901559050438e-05,5.557057158763806e-05,1.076306867578141
2013-08-21,5.746511661394483e-05,0.6691140068097456,0.0001478108930015037,1.035024382286536,6.166737863850638e-05,5.4794503205250124e-05,1.0731271817090822
2013-08-22,5.43081375808944e-05,0.6677311845958835,0.00012890765880630974,1.0559754321601145,5.586933145113323e-05,5.4715636022641374e-05,1.02874696021224
2013-08-23,4.6628310947370826e-05,0.622524198296722,0.00023002498727647984,1.047604220079479,6.447162064023381e-05,5.4179307514873663e-05,1.382671156864392
2013-08-26,5.7057237442025364e-05,0.6501023006591109,0.0004023870279560602,1.023185079472877,9.85051777478733e-05,5.2684668049765035e-05,1.7264273940350214
2013-08-27,6.26349019454684e-05,0.6522167742781633,0.00036328969845358895,1.1533169116344235,9.838450539361723e-05,5.221739293412405e-05,1.5707617053391953
2013-08-28,6.352118414260544e-05,0.6520579818953456,0.00030970124020165225,1.168598656716571,9.145700612426638e-05,5.334125249033321e-05,1.4397874875717815
2013-08-29,6.345432123592429e-05,0.6618016293612752,0.0002938771820229015,1.1702631478217649,9.037355511135582e-05,5.3435210683770295e-05,1.424230113113106
2013-08-30,6.533098257867051e-05,0.6642453866390032,0.00025174705618333086,1.159740978397288,8.518641510200856e-05,5.243424094372624e-05,1.3039206168287527
2013-09-03,6.741624909395761e-05,0.6637981449556054,0.00024814132487189177,1.2053807450654883,8.585545131754528e-05,5.490440268209707e-05,1.2735127283318457
2013-09-04,5.29054408502055e-05,0.6886300228872817,0.00023630260600920297,1.202764387029132,7.699639247034559e-05,5.3899357564451504e-05,1.4553586782945505
2013-09-05,5.526096611110341e-05,0.7040896246598524,0.00021116239722704922,1.1800745363429157,7.605810018018146e-05,5.8176047062292194e-05,1.3763440188009914
2013-09-06,5.903493096893949e-05,0.6999662791291508,0.00022690241151526717,1.0375621387645482,8.101234509653395e-05,5.4579507075106575e-05,1.3722781371448984
2013-09-09,5.950680039687122e-05,0.7237524646227392,0.00023596263462401248,0.997861320692947,8.57620144783168e-05,5.099729818125709e-05,1.4412136748462456
2013-09-10,6.058865375686932e-05,0.7194602068255493,0.00022180793505400677,1.0188478528019365,8.340478534969523e-05,5.1412775995406924e-05,1.3765743283285792
2013-09-11,5.2548421709793746e-05,0.7018307579870015,0.00019904804651031885,1.0147793600371824,7.1777973954751e-05,5.2209086139528095e-05,1.3659396727680089
2013-09-12,5.463125330927889e-05,0.6947355148469102,0.00018817616010621363,1.0170713408490926,7.044049246744715e-05,5.23008018650051e-05,1.2893808616959392
2013-09-13,5.629719144726608e-05,0.6678255007838874,0.00013632201408329763,1.0155308175922495,5.8504511860735005e-05,5.241046557540232e-05,1.0392083575880786
2013-09-16,5.4138744378514925e-05,0.6738751058130027,0.00013831684635249683,1.0099597004879504,5.831375955394069e-05,5.217754378745981e-05,1.0771169561347016
2013-09-17,5.7555509167455784e-05,0.6757899220490745,0.0001345507280593115,1.0218288697903877,5.947003404269004e-05,5.277414192842465e-05,1.0332639725184953
2013-09-18,6.204530316157312e-05,0.678907436293207,0.00018868520901770688,0.9104508044920502,7.345712889865806e-05,4.499591442457946e-05,1.1839273104584118
2013-09-19,6.178297806302708e-05,0.6743325311025454,0.00018138565759379411,0.9094896493570168,7.138549945915728e-05,4.590605692523697e-05,1.1554234142992317
2013-09-20,6.675064824066973e-05,0.6868007329176281,0.00018258409784399762,0.8685303975160954,7.58210804386093e-05,4.0819990023918216e-05,1.1358853050420736
2013-09-23,6.644616634370019e-05,0.6866970367362577,0.000177888411897161,0.8688367415120961,7.465759006097686e-05,4.023981103576681e-05,1.1235800975304153
2013-09-24,6.687102886618699e-05,0.6800885886599211,0.0001782023761284017,0.8470617081505911,7.424055941335282e-05,3.898530393548846e-05,1.110205131760612
2013-09-25,5.221698153901886e-05,0.6641392008115479,0.00016750047668203513,0.8678441718081644,6.211164343384233e-05,3.958335843762892e-05,1.1894912651630338
2013-09-26,5.0374063840171386e-05,0.6609470288745444,0.00014921278882456428,0.8702598478624488,5.730244757908789e-05,3.967508102482258e-05,1.137538709620473
2013-09-27,5.122431082106018e-05,0.661830026089275,0.00014286591566057896,0.8791167869347919,5.6617259375303404e-05,3.967160382774837e-05,1.1052810368319488
2013-09-30,5.1567877421329924e-05,0.6625733940572537,0.0001384379257395534,0.8532478303669793,5.5982354788603803e-05,3.825736326165478e-05,1.085605178805516
2013-10-01,5.3629225784131454e-05,0.6664802863898539,0.00014184443937172693,0.8162531971343637,5.812918437556661e-05,3.586440591868686e-05,1.0839086995129932
2013-10-02,4.9785428743887e-05,0.6562587159975505,0.00013571999016665412,0.8011460075104093,5.394461774382879e-05,3.569957232510673e-05,1.0835422955045353
2013-10-03,5.1677659876475144e-05,0.6645571528645445,0.00013179543210390036,0.7670068359815722,5.4844607858920884e-05,3.3789526479950176e-05,1.0612827281656267
2013-10-04,4.988490741732951e-05,0.6636909810854199,0.0001284469244729417,0.7948813811058468,5.3126640799276854e-05,3.4402168228983173e-05,1.0649842517462746
2013-10-07,5.300164613196136e-05,0.6570221073984411,0.00012884513171633997,0.8541663160461279,5.4294853906829745e-05,3.5429613991685974e-05,1.024399388872727
2013-10-08,5.7418241986777646e-05,0.6666604056641136,0.0001309526298904863,0.931047146891743,5.780783707643249e-05,3.838343937401371e-05,1.0067852145271978
2013-10-09,4.671951297786224e-05,0.6620804865185638,0.0001241314306636666,0.9363786117518964,5.041976555954156e-05,3.9110568781771495e-05,1.0792014373829766
2013-10-10,5.493659376391755e-05,0.6942332887056115,0.00013288734547272515,0.8530031561488329,5.9316854331907626e-05,2.7958512126916326e-05,1.07973302070408
2013-10-11,5.397060840252837e-05,0.6962382326718197,0.0001292868847145698,0.8231877762298757,5.8158575474043575e-05,2.69364112809242e-05,1.0775971810486207
2013-10-14,5.390763459317086e-05,0.6961325530068057,0.000126162995724639,0.7984714909379739,5.7409409164541873e-05,2.6295889875070615e-05,1.0649587873368613
2013-10-15,5.553151341989191e-05,0.6933239469366699,0.0001223574926292089,0.8743354602761404,5.715065864550871e-05,3.22335261475485e-05,1.0291572320994373
2013-10-16,4.144281603770634e-05,0.6909750074141807,0.00012161719289396871,0.8237031330236472,4.905513279892795e-05,2.7551204612691032e-05,1.1836824204777885
2013-10-17,4.1583055321708076e-05,0.6762443084800918,0.000124724956783172,0.7731052914413223,4.870106987913713e-05,2.5327634375030218e-05,1.1711758431976775
2013-10-18,4.3823960134694674e-05,0.658306987402031,0.00011948373982499895,0.763176451009246,4.7636372044326915e-05,2.4761188462381306e-05,1.0869937791544773
2013-10-21,4.4710412594374516e-05,0.6696247162564851,0.00010783951915143593,0.7627834701670061,4.649698421163557e-05,2.4755151164326915e-05,1.039958736983023
2013-10-22,4.4371990394003997e-05,0.6710880111003599,0.00010759756399660553,0.7334612736988274,4.6369792762756885e-05,2.3697410790058528e-05,1.045023952070062
2013-10-23,3.6244305626284386e-05,0.6416467306608031,9.752308900217407e-05,0.763914550308427,3.8147809233426545e-05,2.4100431272582567e-05,1.0525186942955733
2013-10-24,4.040389782719303e-05,0.6297268670859432,9.742951571310543e-05,0.7626875381219611,3.951019078090881e-05,2.400444691090682e-05,0.9778806725502922
2013-10-25,3.967999624918889e-05,0.6237357627173896,0.00010102391817999076,0.7292809625539098,3.94910390903915e-05,2.297247252174049e-05,0.9952379743785572
2013-10-28,4.081308187982178e-05,0.6252175151487898,9.895157802489674e-05,0.6765987350444119,3.973216163277012e-05,2.3028807850242777e-05,0.9735153485778276
2013-10-29,4.2024721372673885e-05,0.6192479623401609,9.771569923961357e-05,0.7025098181122349,3.968251413448019e-05,2.359439922002978e-05,0.9442659662767762
2013-10-30,3.243679795796633e-05,0.6144933844811555,9.409509187832728e-05,0.6748352237485072,3.3948429254221375e-05,2.236435212200749e-05,1.0466023587844249
2013-10-31,3.3498134377451295e-05,0.6165311947051028,9.043819446470221e-05,0.6681772929339681,3.393448850336408e-05,2.2358617032990994e-05,1.0130262217291275
2013-11-01,3.528785039280735e-05,0.6157033891823733,8.729617168235967e-05,0.6621013436867468,3.417289287644294e-05,2.213084342437486e-05,0.9684039264519306
2013-11-04,3.477448195487655e-05,0.6162050042576508,8.263011766906156e-05,0.6608962921005488,3.303122961761891e-05,2.1986524108611737e-05,0.9498697826895109
2013-11-05,3.766596277267884e-05,0.6183939231413613,8.303590254273224e-05,0.6418026675321861,3.458379951211896e-05,2.115684355816163e-05,0.9181711276262521
2013-11-06,3.8333959556374354e-05,0.5897135276332012,7.849268121720109e-05,0.6217663328009577,3.2348005824623786e-05,2.3075781583630273e-05,0.8438472362097749
2013-11-07,4.0431492315281525e-05,0.584934653187414,7.706180661934708e-05,0.5934445594415284,3.265027396685415e-05,2.0911004556764288e-05,0.8075456060896773
2013-11-08,4.3778322206368926e-05,0.5681516595728496,7.395251734693322e-05,0.7829688271058356,3.2327365780597527e-05,2.5191745973400598e-05,0.7384331822541729
