Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_BDX,Predicted_Covariance,Future_Cov_45_BDX,Beta_Predicted
2013-05-08,6.958015556766957e-05,0.6569713328892727,0.00011045332957593614,0.8202030465427789,5.759416989320395e-05,6.199813721736769e-05,0.8277384467355962
2013-05-09,7.111722928104653e-05,0.6597455912173121,0.00012095147585774165,0.8219424890067955,6.118845632046213e-05,6.209986458794524e-05,0.860388641951346
2013-05-10,7.562958883543677e-05,0.6532904238820465,0.00012097857578238769,0.8091693899341061,6.248940588182795e-05,6.136279384807869e-05,0.8262560572397044
2013-05-13,7.357910230951406e-05,0.6520586860342642,0.00012284617622796554,0.8078884950430146,6.199329904751466e-05,6.133544639173322e-05,0.8425394860994205
2013-05-14,7.590263764609063e-05,0.6532871780299168,0.00012214739702837672,0.7983373479244282,6.290348061234668e-05,5.932796112874262e-05,0.8287390605007062
2013-05-15,7.650099964197039e-05,0.6513800428850351,0.00012121353104872751,0.813217933088651,6.272541666558853e-05,6.002324838567287e-05,0.8199293729382299
2013-05-16,7.639729836462006e-05,0.6505343983654068,0.00012358537999500823,0.8084306253996644,6.321102239752416e-05,5.922136844869566e-05,0.8273986613484421
2013-05-17,7.425705624970095e-05,0.6569534858024968,0.00012043386482499692,0.7956181329664446,6.21266301471597e-05,5.686670766107692e-05,0.8366427823134975
2013-05-20,7.217439206379002e-05,0.649717669862891,0.00011854441976315851,0.7986854708876843,6.009755491088898e-05,5.736356984965301e-05,0.8326714391687962
2013-05-21,7.13709588975209e-05,0.6493838434741527,0.00011431580190386982,0.796655903302724,5.865639646368859e-05,5.727936707038325e-05,0.8218524364778577
2013-05-22,7.35750525384875e-05,0.6449419961297133,0.00011404677097990795,0.7850205410911308,5.907822583831081e-05,5.5374655562818354e-05,0.8029654590787642
2013-05-23,7.454058968752127e-05,0.6418882100898816,0.0001087984639146049,0.7878754773727454,5.7805237885310706e-05,5.559833717461955e-05,0.7754867264618353
2013-05-24,7.630250921850573e-05,0.653280000102814,0.00010437978989118196,0.7909799615839092,5.8301131265335634e-05,5.5791155749891854e-05,0.7640788207682664
2013-05-28,7.438631671877e-05,0.656469083312463,0.00010210509183575795,0.7809511037664171,5.7211654227724775e-05,5.452833063733129e-05,0.769115299041127
2013-05-29,7.273626036607267e-05,0.6554020245521586,9.957426606895092e-05,0.7156837062446783,5.577721424610331e-05,5.112429387642037e-05,0.7668419295325802
2013-05-30,7.309916508279677e-05,0.6656946632674364,9.620022667914383e-05,0.7126167394758869,5.582379166425023e-05,5.077686037941571e-05,0.7636720829987682
2013-05-31,7.696255068093324e-05,0.6603101327404926,9.581575797434502e-05,0.6569204530851857,5.670301579753908e-05,4.3387959548320503e-05,0.7367611298723072
2013-06-03,7.835861755638394e-05,0.6384358812758528,9.710089856151276e-05,0.6575383053610762,5.568936864332503e-05,4.374029121546048e-05,0.7106987129176064
2013-06-04,7.696792659140356e-05,0.6167286900129986,0.00010139945427284354,0.6470680427546726,5.448373283507463e-05,4.282336837904209e-05,0.7078758029212631
2013-06-05,8.390672708275947e-05,0.6102364780616438,0.00010561938715299733,0.6161088091694517,5.744713533736067e-05,3.7711855141383654e-05,0.6846547033195445
2013-06-06,8.864935953499249e-05,0.5964901538091923,0.00011118965092587597,0.6099462891500524,5.922066280572984e-05,3.666148956006823e-05,0.6680326075266648
2013-06-07,8.584609796353898e-05,0.6000716157674805,0.00011569379323127064,0.59982161322973,5.980236984462262e-05,3.416767132264893e-05,0.6966230412711619
2013-06-10,7.344670994631798e-05,0.5770213657661074,0.00011046916736933416,0.5965323601475968,5.1975491854947894e-05,3.404954050021564e-05,0.7076626290399755
2013-06-11,7.540176794643908e-05,0.575482326870206,0.00010590399804276315,0.6159558773978191,5.142554858399367e-05,3.3917421599284076e-05,0.682020461649166
2013-06-12,7.564969572692771e-05,0.5719808892614953,0.00010246861437048109,0.6597167776460889,5.035939953860632e-05,3.838874584880857e-05,0.6656920302811047
2013-06-13,7.668406692361186e-05,0.5733539916833463,0.00010029215067144729,0.6638964869631406,5.028157598483165e-05,3.5594461291527e-05,0.6556978261849256
2013-06-14,7.978958283363962e-05,0.5767462371341567,9.743882440944402e-05,0.6540226939522376,5.085385550985552e-05,3.5082652930641466e-05,0.6373495599780893
2013-06-17,6.406673037804978e-05,0.557453070929139,9.672398491359231e-05,0.6229846399504545,4.3882532468733464e-05,3.292858764991513e-05,0.6849503979645616
2013-06-18,5.269216623890948e-05,0.5265318488619365,9.337437841047746e-05,0.6173011947450449,3.693274049088564e-05,3.229967153385476e-05,0.7009152048035063
2013-06-19,5.313666894497608e-05,0.5165695234744142,9.438173510183932e-05,0.5746946488990364,3.6582208570921774e-05,2.8570195350624707e-05,0.6884550593264186
2013-06-20,6.610900161714408e-05,0.5279519768555901,9.971319317057957e-05,0.3798493970551923,4.286482269694677e-05,1.3218571948398576e-05,0.6483961585925783
2013-06-21,6.524441916700448e-05,0.5297097948413171,9.682739519653854e-05,0.3704544073187087,4.210258996696604e-05,1.2999413181053282e-05,0.6453056139437323
2013-06-24,5.5679700730278476e-05,0.4581071394550884,9.57937403519335e-05,0.683734453901772,3.345677470446472e-05,2.566427944134381e-05,0.6008792120944539
2013-06-25,5.683904438603972e-05,0.42332674264980646,9.29087390943316e-05,0.7019969442368084,3.076290694258512e-05,2.5235024060556978e-05,0.5412284332869752
2013-06-26,5.616484134519195e-05,0.39416088788024434,9.197464846882926e-05,0.6676664861606795,2.8329562265772383e-05,2.2736453183861955e-05,0.50440029006149
2013-06-27,5.600093181678947e-05,0.39335797743811673,8.964330606398147e-05,0.6929673428641572,2.7870484687462433e-05,2.3345575035349928e-05,0.4976789453904527
2013-06-28,5.651835513949762e-05,0.40709765442285817,8.645030177462246e-05,0.6973697215638549,2.8456180957486595e-05,2.3427085270392728e-05,0.5034856532404658
2013-07-01,4.0959150997653995e-05,0.4576236768955247,7.931723839294614e-05,0.7416954288086705,2.6083613220239816e-05,2.5438940299222006e-05,0.6368201631360425
2013-07-02,4.708768430286185e-05,0.4737002176483501,8.116587383332348e-05,0.7208036495201372,2.9284916166554567e-05,2.468980201241392e-05,0.6219230484599285
2013-07-03,4.5307854285029834e-05,0.49121890269956675,7.867079409554837e-05,0.72113719345969,2.932706387907906e-05,2.4700932634293108e-05,0.6472843250219645
2013-07-05,5.048108536897671e-05,0.5046128162716916,7.747353805500289e-05,0.692529828412958,3.1557261849646786e-05,2.3368848360968275e-05,0.6251304150651322
2013-07-08,5.858594159480322e-05,0.5328846977281054,7.20376528817865e-05,0.6586564469446248,3.461861855849024e-05,2.2522132359331525e-05,0.5909031691924029
2013-07-09,6.185296409698371e-05,0.5416219981960643,6.852870155035227e-05,0.7145956873456022,3.526247610844043e-05,2.3832942717102923e-05,0.5701016373790891
2013-07-10,6.043816195282401e-05,0.5471407939265157,6.615914519817255e-05,0.7258808804329149,3.459789393784639e-05,2.4377163656263512e-05,0.5724511272340205
2013-07-11,6.428746384905295e-05,0.5585698740936849,6.650095502227566e-05,0.7333258633009702,3.6522003726264516e-05,2.1807090881202147e-05,0.5681045967533924
2013-07-12,6.999194674271863e-05,0.5614230976560031,6.913166020489471e-05,0.7460352605952594,3.905285653000258e-05,2.269065414252198e-05,0.5579621420383668
2013-07-15,7.060701256657018e-05,0.5534241835577429,6.911747802973779e-05,0.7416743143537939,3.866125901988904e-05,2.263552332612704e-05,0.5475555134617567
2013-07-16,3.5042919617133015e-05,0.5741935124868555,6.328999270272126e-05,0.7962881922888561,2.704119907107255e-05,2.6141561742639156e-05,0.7716594212615692
2013-07-17,3.792838595062833e-05,0.5833928842406385,6.032041054483797e-05,0.7860617629078687,2.790457759666505e-05,2.584330742998652e-05,0.7357175080687233
2013-07-18,3.7451029819475974e-05,0.5923427868131157,5.754561899693067e-05,0.7529795529997071,2.7498633917516566e-05,2.69178007799547e-05,0.7342557481080593
2013-07-19,4.0860668714576163e-05,0.6084625706941219,5.5704781018569656e-05,0.7409961493724436,2.902905101247245e-05,2.6835561165452834e-05,0.710439939572427
2013-07-22,3.950888193740232e-05,0.622715010427106,5.4051067835001635e-05,0.7403906981083197,2.8776557818546125e-05,2.6850686706541903e-05,0.7283566734219299
2013-07-23,3.3171208880188284e-05,0.6321698799660578,5.25982532231503e-05,0.7508811620411474,2.6405847460813783e-05,2.7296843309093497e-05,0.7960471852620615
2013-07-24,3.471216593235655e-05,0.6375131167691188,5.2215456542345053e-05,0.7569394123962285,2.714122973662985e-05,2.752029946382128e-05,0.7818938694151166
2013-07-25,3.488954269695917e-05,0.6404175353313396,5.230384557515986e-05,0.7788948916618855,2.7357579121301135e-05,2.8609558316311254e-05,0.7841197392273506
2013-07-26,3.343176772700175e-05,0.643659171409056,5.19670999927639e-05,0.7610981703130912,2.6828715070843942e-05,2.8412512487579384e-05,0.802491668700344
2013-07-29,3.360094972876798e-05,0.6455195981127272,5.194000903383071e-05,0.7803774849446755,2.696722253136813e-05,3.007573735780193e-05,0.802573223347902
2013-07-30,3.816574763863081e-05,0.6536657404728605,5.162855736152794e-05,0.7811821942794505,2.9016004216362802e-05,3.0125538623705052e-05,0.7602629585852322
2013-07-31,3.750748633018741e-05,0.6740347089608866,5.1261584158691115e-05,0.7965954315068999,2.9555427959059843e-05,3.225216336373104e-05,0.7879874353316112
2013-08-01,4.226173154810077e-05,0.7068815800122492,5.131309503254305e-05,0.9128000815665605,3.2918073737489515e-05,3.536843306964887e-05,0.7789097259307362
2013-08-02,4.130983358011611e-05,0.7272693227516899,5.2196998194577905e-05,0.9407766810039248,3.3771064898629526e-05,3.784853620722705e-05,0.8175066799321298
2013-08-05,3.7225611971094185e-05,0.7564757822348408,5.348224134057312e-05,0.9388174482130248,3.375365070670861e-05,4.04002101312361e-05,0.9067319224441074
2013-08-06,4.1983018398946586e-05,0.7833838758147332,5.3973026791219254e-05,0.9415945749109148,3.729064067859956e-05,4.000612349363318e-05,0.8882315302878565
2013-08-07,4.81253999850549e-05,0.8131395692503944,5.593117618144384e-05,0.9450628077563268,4.218705872692023e-05,4.998796563433784e-05,0.8766069215013529
2013-08-08,4.5117615842124565e-05,0.8312967921571469,6.206306871146897e-05,0.9726254614332072,4.398917311512978e-05,5.205829034890989e-05,0.9749888661904602
2013-08-09,4.7210405389653165e-05,0.8387237994741636,7.243018383213613e-05,0.9630660597963382,4.904532595812319e-05,5.1670494764817933e-05,1.038866867448509
2013-08-12,4.729046229109182e-05,0.8417427606886039,7.712182464716187e-05,0.9944839332092372,5.0834062410597315e-05,5.456291644761614e-05,1.0749326597336524
2013-08-13,5.1414947954433665e-05,0.8469710410703752,7.462301059884333e-05,1.0193981027213437,5.2462580057420716e-05,6.008468936400069e-05,1.0203760218509899
2013-08-14,5.361675369996386e-05,0.8408941399153183,7.21006567577108e-05,1.0335857466015566,5.2283083617689135e-05,6.10917817620094e-05,0.9751258703625015
2013-08-15,5.120699157562921e-05,0.8312987842260116,7.048413873143048e-05,1.01333222651013,4.994217761418377e-05,5.5586470907270005e-05,0.9752999752079283
2013-08-16,4.9139520575593413e-05,0.8170458875930537,6.848918524820972e-05,1.0089256019133297,4.739940672381765e-05,5.4925706722019434e-05,0.9645883022179902
2013-08-19,5.1240075352845624e-05,0.8126639898103362,6.707472766020622e-05,1.036618663174688,4.764258910551989e-05,5.552934863683169e-05,0.9297915504114116
2013-08-20,5.687877447837599e-05,0.8263641482016405,6.898051975824201e-05,0.9989954278457728,5.176185281043421e-05,5.4056374908091136e-05,0.910038116769075
2013-08-21,5.746511661394483e-05,0.8318634122529261,7.102362158955152e-05,1.0109390955824216,5.3144163586626434e-05,5.351942085734213e-05,0.9248073739004673
2013-08-22,5.43081375808944e-05,0.841282553116798,7.295679582761897e-05,1.0085108976077153,5.2955029367896526e-05,5.2256249073419864e-05,0.9750846139589604
2013-08-23,4.6628310947370826e-05,0.7698085740091897,7.798343451443725e-05,1.0110982035581322,4.642038787996883e-05,5.2291313311201003e-05,0.9955408406786024
2013-08-26,5.7057237442025364e-05,0.7791133358694912,8.050799947565031e-05,1.0134620374494356,5.280505823233656e-05,5.218402036469242e-05,0.9254751999865162
2013-08-27,6.26349019454684e-05,0.8609548854173437,8.090872089279434e-05,1.0009718908096763,6.128952610319623e-05,4.53198440178512e-05,0.9785203488712494
2013-08-28,6.352118414260544e-05,0.8584758584177554,8.191442114021012e-05,1.0060588122250265,6.192522064921182e-05,4.59220424519412e-05,0.9748750985212954
2013-08-29,6.345432123592429e-05,0.8626788634420635,8.362820585975999e-05,1.005215249980901,6.284288995741849e-05,4.589898328871335e-05,0.990364229470953
2013-08-30,6.533098257867051e-05,0.8403107763793242,8.50726866908913e-05,1.016374750221928,6.264618120814033e-05,4.595236310085767e-05,0.9589046228212289
2013-09-03,6.741624909395761e-05,0.8204203093916542,8.757021795692312e-05,1.0076538413183216,6.303719949407871e-05,4.589805544379861e-05,0.9350445974267146
2013-09-04,5.29054408502055e-05,0.789773406089013,8.534210350337289e-05,0.9791322596493872,5.306819864022232e-05,4.3877753893334594e-05,1.003076390393904
2013-09-05,5.526096611110341e-05,0.8011384701536256,8.820107676232254e-05,0.9472499377081972,5.59311523183394e-05,4.6698115465353884e-05,1.0121276599813431
2013-09-06,5.903493096893949e-05,0.7924000078850468,8.77284457755323e-05,0.9490654133460888,5.702551534481402e-05,4.992426044394875e-05,0.965962260120492
2013-09-09,5.950680039687122e-05,0.7909922134079719,8.76905464044749e-05,0.9704248578596611,5.713890272735384e-05,4.959511388256477e-05,0.9602079484407654
2013-09-10,6.058865375686932e-05,0.7947181067530364,8.836289578103212e-05,0.979432104427115,5.81491980185748e-05,4.9423791049015765e-05,0.9597374163802419
2013-09-11,5.2548421709793746e-05,0.7808777837641284,8.744695032073496e-05,0.9257355101900012,5.293406417504037e-05,4.7627895183204036e-05,1.0073388020553002
2013-09-12,5.463125330927889e-05,0.7697031853730619,8.649810852686681e-05,0.9175990937866167,5.291114638870453e-05,4.718564614708062e-05,0.9685142328542881
2013-09-13,5.629719144726608e-05,0.7568933398218607,8.626129965519862e-05,0.9167328599418132,5.274557692785394e-05,4.731160804330399e-05,0.9369131136366019
2013-09-16,5.4138744378514925e-05,0.7687819261061497,8.965709087560274e-05,0.9276204081367048,5.356111085963539e-05,4.792364927066883e-05,0.9893304965693152
2013-09-17,5.7555509167455784e-05,0.7631823493942272,9.001806918848996e-05,0.927304866307062,5.4933417047361046e-05,4.7892284189863e-05,0.9544423781837139
2013-09-18,6.204530316157312e-05,0.7496232960975481,8.673236361431278e-05,0.9015813664716597,5.499055730472949e-05,4.455757281162189e-05,0.8862968589504308
2013-09-19,6.178297806302708e-05,0.7480881930586716,8.676517759806795e-05,0.8973049946101962,5.477217027378131e-05,4.529104227958674e-05,0.8865252532486572
2013-09-20,6.675064824066973e-05,0.7586046930230727,8.693531147540215e-05,0.9017941930407568,5.778849393223283e-05,4.238335246391763e-05,0.8657368198714144
2013-09-23,6.644616634370019e-05,0.763887927727463,8.725414100450759e-05,0.9058979519226152,5.816445121217235e-05,4.1956285526797995e-05,0.8753620323452561
2013-09-24,6.687102886618699e-05,0.7661236621596312,8.752171617818879e-05,0.8969027078159283,5.8610549226894144e-05,4.127919409922186e-05,0.8764714738302805
2013-09-25,5.221698153901886e-05,0.7552562353355171,8.63618167612745e-05,0.8824337132182535,5.071787932800406e-05,4.024880399322105e-05,0.9712909063903933
2013-09-26,5.0374063840171386e-05,0.7484205764843486,8.561383170859758e-05,0.8823695827071918,4.914973499809625e-05,4.0227162925802494e-05,0.9756952536932552
2013-09-27,5.122431082106018e-05,0.7375707576965373,8.467597318325017e-05,0.867214437789028,4.857601124209616e-05,3.9134490571639865e-05,0.9482999471048968
2013-09-30,5.1567877421329924e-05,0.7375029074001227,8.469072124041483e-05,0.8685032566112569,4.873840139582244e-05,3.894137599836199e-05,0.9451310356951567
2013-10-01,5.3629225784131454e-05,0.7342470960619137,8.38841186752517e-05,0.8701589611597706,4.9247350925186525e-05,3.823290898752812e-05,0.9182931546208989
2013-10-02,4.9785428743887e-05,0.7244892223520075,8.313070942800485e-05,0.86847073692758,4.660835748747684e-05,3.869960480927956e-05,0.9361847163604018
2013-10-03,5.1677659876475144e-05,0.7172605589105843,8.205774740856713e-05,0.8600798768599325,4.6707665931429986e-05,3.788974284282557e-05,0.9038270317014178
2013-10-04,4.988490741732951e-05,0.6963749181648032,8.13593682053426e-05,0.852835271748711,4.436408098503677e-05,3.691039089315765e-05,0.8893287224910262
2013-10-07,5.300164613196136e-05,0.7055313750569674,8.233325622656216e-05,0.8632755495454542,4.660673251234341e-05,3.580745214870357e-05,0.8793449998949816
2013-10-08,5.7418241986777646e-05,0.7001221035285419,8.176131996453977e-05,0.8989515983047535,4.797032730246333e-05,3.706026519590996e-05,0.8354544765322143
2013-10-09,4.671951297786224e-05,0.682592825802556,8.055771940585868e-05,0.9108823382925668,4.187592895083119e-05,3.80456429661933e-05,0.8963263159586841
2013-10-10,5.493659376391755e-05,0.6929745983004714,7.781187298297515e-05,0.888185388308723,4.5307605893196934e-05,2.9111664793942033e-05,0.8247254296089076
2013-10-11,5.397060840252837e-05,0.6805662252431164,7.6390451768979e-05,0.8447197507561449,4.369870716809296e-05,2.7640982143463457e-05,0.8096760155485999
2013-10-14,5.390763459317086e-05,0.6793017743127274,7.626069995117042e-05,0.8470630768198719,4.3555026312448096e-05,2.7896146121795845e-05,0.8079565471783052
2013-10-15,5.553151341989191e-05,0.6691779582270685,7.537974574889543e-05,0.9049488342171702,4.329509694341383e-05,3.3362128422333616e-05,0.7796491447305869
2013-10-16,4.144281603770634e-05,0.6687500925070546,7.438137574705862e-05,0.8675990172760013,3.712962709557167e-05,2.9019433201615138e-05,0.8959243276757457
2013-10-17,4.1583055321708076e-05,0.6618450417761698,7.429221802751482e-05,0.8413282682710371,3.678630607381456e-05,2.7562681311389706e-05,0.8846465414630219
2013-10-18,4.3823960134694674e-05,0.6625875024204595,7.37725275656516e-05,0.8381717763430596,3.7674403223019595e-05,2.7194404767644035e-05,0.8596759194565217
2013-10-21,4.4710412594374516e-05,0.6654217420740444,7.327945721222733e-05,0.8397146053523618,3.8088375292022846e-05,2.725185167664905e-05,0.8518904899753742
2013-10-22,4.4371990394003997e-05,0.6699416795712965,7.268967804114728e-05,0.8414433855291221,3.804764891466737e-05,2.7186206386745114e-05,0.857469961947183
2013-10-23,3.6244305626284386e-05,0.64660933210053,7.137408340172976e-05,0.9021677229169204,3.288759625356516e-05,2.8462124715026222e-05,0.9073865724638153
2013-10-24,4.040389782719303e-05,0.6368343385238202,7.116075941151371e-05,0.9128094944481808,3.4147458977498786e-05,2.8729310437152112e-05,0.8451525920481
2013-10-25,3.967999624918889e-05,0.6297912414582069,7.060507680680178e-05,0.9202264403810572,3.3334994875754e-05,2.8987287068898718e-05,0.8400957164010673
2013-10-28,4.081308187982178e-05,0.6283763268401429,7.019539970930106e-05,0.941281868992112,3.363363727515254e-05,3.2037599497601726e-05,0.8240896233759107
2013-10-29,4.2024721372673885e-05,0.6274306258046416,7.019901091743296e-05,0.950368886792292,3.407874801923711e-05,3.191896019550044e-05,0.8109214506630005
2013-10-30,3.243679795796633e-05,0.6360353962007068,6.918836453734378e-05,0.9289725514146934,3.0131226193640983e-05,3.0786580961370455e-05,0.9289211047492094
2013-10-31,3.3498134377451295e-05,0.6510426588232996,6.805815207845503e-05,0.95289829859819,3.108564140531571e-05,3.188598049507675e-05,0.9279812736747659
2013-11-01,3.528785039280735e-05,0.6622824661832818,6.715007548836113e-05,0.955147071040322,3.2238818088928833e-05,3.192594378186998e-05,0.9135954083363492
2013-11-04,3.477448195487655e-05,0.6577460843799774,6.62976591517521e-05,0.9368475724469304,3.1581859933307953e-05,3.116679876086381e-05,0.908190666198526
2013-11-05,3.766596277267884e-05,0.6616295100015135,6.563502852042856e-05,0.9570648128296484,3.289707181831593e-05,3.154937108304043e-05,0.873389909528025
2013-11-06,3.8333959556374354e-05,0.6769122065631219,6.63896053184901e-05,0.9748224603174696,3.4148704244078884e-05,3.617884885430777e-05,0.8908212102081293
