Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_CMCS.A,Predicted_Covariance,Future_Cov_45_CMCS.A,Beta_Predicted
2013-05-15,7.650099964197039e-05,0.5233577427035918,0.00019376080155135867,0.9372358342390203,6.371844518492528e-05,6.917695366212426e-05,0.8329099682766462
2013-05-16,7.639729836462006e-05,0.5252580833827348,0.000209052043504947,0.91476751818655,6.638026069558716e-05,6.701104898474459e-05,0.868882304957634
2013-05-17,7.425705624970095e-05,0.5288868028242028,0.0002071480045117033,0.9538377432879488,6.55951865689615e-05,6.817543474206464e-05,0.8833529078824166
2013-05-20,7.217439206379002e-05,0.5413837619268332,0.00022119193244128584,0.9532992669697502,6.840398990109495e-05,6.846831585362893e-05,0.9477598348266977
2013-05-21,7.13709588975209e-05,0.5500508459649389,0.000223974906685753,0.932954038351839,6.954457941304891e-05,6.707917006703578e-05,0.9744100469899188
2013-05-22,7.35750525384875e-05,0.5531802767976856,0.00022217063714878585,0.918983905193546,7.072538300285726e-05,6.482431293725714e-05,0.9612685354979589
2013-05-23,7.454058968752127e-05,0.547963825538556,0.0002098834057476547,0.9282290387961422,6.853893510043087e-05,6.55027254387372e-05,0.9194847449926316
2013-05-24,7.630250921850573e-05,0.5476137071273555,0.00020268409497926028,0.9320522751322784,6.810101037361712e-05,6.574158155007789e-05,0.8925133795875287
2013-05-28,7.438631671877e-05,0.5465446195016962,0.00019482378715200916,0.955046905168148,6.579503788170999e-05,6.668421770327004e-05,0.8845045807343737
2013-05-29,7.273626036607267e-05,0.5363254211590616,0.00020897698063372194,0.923840060105751,6.612308260375788e-05,6.599377674180139e-05,0.909080041659669
2013-05-30,7.309916508279677e-05,0.5303181971794491,0.00021086334966796937,0.9232069337894326,6.584052550545826e-05,6.578227395108884e-05,0.9007014708154749
2013-05-31,7.696255068093324e-05,0.5194055604082537,0.0002168382351926029,0.8837426783715558,6.709872268550206e-05,5.8369002518083096e-05,0.8718360045481853
2013-06-03,7.835861755638394e-05,0.4919227799344854,0.0002235990051982346,0.9072560719531534,6.51141312348437e-05,6.0351837255221356e-05,0.8309760083246746
2013-06-04,7.696792659140356e-05,0.47708043766363867,0.00022502777854498782,0.9264897437594068,6.278625349687561e-05,6.131567157529339e-05,0.8157456784588519
2013-06-05,8.390672708275947e-05,0.46987006773829554,0.00022278217419030523,0.8804499827767875,6.424160599583835e-05,5.389210755559882e-05,0.765631174392908
2013-06-06,8.864935953499249e-05,0.4724240085070808,0.00022274069525850842,0.9141488933113436,6.638493691513392e-05,5.494592016484425e-05,0.7488484661745339
2013-06-07,8.584609796353898e-05,0.4762933530439685,0.00023672190762732094,0.8635789018009375,6.789753794606836e-05,4.9192092160586555e-05,0.7909216558090524
2013-06-10,7.344670994631798e-05,0.4645405266646658,0.0002378412330500741,0.8579005806069138,6.139787707168336e-05,4.8968207788938924e-05,0.8359513600617225
2013-06-11,7.540176794643908e-05,0.45750818489538336,0.00024095952007227516,0.8809167211658504,6.166825751673818e-05,4.850740925123757e-05,0.8178622225481984
2013-06-12,7.564969572692771e-05,0.45227527984902005,0.0002425559364454494,0.8951438107177685,6.126499436997007e-05,5.2088183008456086e-05,0.8098511670307041
2013-06-13,7.668406692361186e-05,0.44751414195275774,0.00023646375473724624,0.9658557476550956,6.0261733914834014e-05,5.178384838330512e-05,0.7858442611665758
2013-06-14,7.978958283363962e-05,0.44552674274108073,0.0002322835275596953,0.9879352696636094,6.065352995498784e-05,5.299417054491268e-05,0.7601685307899124
2013-06-17,6.406673037804978e-05,0.44338243916232467,0.00023493144855096204,1.0005604083288526,5.439579729484216e-05,5.2885800053291445e-05,0.8490490614061206
2013-06-18,5.269216623890948e-05,0.44610866701262875,0.00022689463121758677,1.0457190403933725,4.877820306338166e-05,5.471620954071522e-05,0.925720207482424
2013-06-19,5.313666894497608e-05,0.44365684100200603,0.0002285165389719939,1.081459596113092,4.8888100587175115e-05,5.376335412892786e-05,0.920044510840519
2013-06-20,6.610900161714408e-05,0.44896669621866314,0.00025016837189916277,0.9611701383005234,5.773785255191599e-05,3.344824745353392e-05,0.8733735367279062
2013-06-21,6.524441916700448e-05,0.454497504409585,0.00025646389243277656,1.028241207412404,5.87917384375605e-05,3.608145035089167e-05,0.9010998823833926
2013-06-24,5.5679700730278476e-05,0.43752096452192657,0.00024666948347019013,0.8757884896328344,5.1274924096840855e-05,3.287311382538365e-05,0.9208907990584383
2013-06-25,5.683904438603972e-05,0.4281348558131568,0.0002466655717990244,0.8691041107599987,5.069419593526349e-05,3.1242106288655195e-05,0.8918903630919335
2013-06-26,5.616484134519195e-05,0.4259517948465966,0.00024030606821112937,0.9280651456504114,4.94851726326625e-05,3.160396720972522e-05,0.8810702825371505
2013-06-27,5.600093181678947e-05,0.4248817444879732,0.000240656127590842,0.955016810831846,4.932466682006934e-05,3.2173834520317364e-05,0.880782965923461
2013-06-28,5.651835513949762e-05,0.44155941633334794,0.0002629909200368588,1.1044316907506064,5.383370679837705e-05,3.7101718922520375e-05,0.9524995316212872
2013-07-01,4.0959150997653995e-05,0.4514659415620878,0.00025994015345105905,1.21064345506871,4.6584040142697326e-05,4.152309072014162e-05,1.1373292416477456
2013-07-02,4.708768430286185e-05,0.44310822743013706,0.00024299464846101818,1.2076901967280491,4.739819845115447e-05,4.1367204327280165e-05,1.0065943813735974
2013-07-03,4.5307854285029834e-05,0.4391264839529739,0.00023023076181657184,1.2092039410085904,4.484954621652383e-05,4.141856134847179e-05,0.9898845779448568
2013-07-05,5.048108536897671e-05,0.4241707375659068,0.00021659184435720422,1.111312328916127,4.435331614179544e-05,3.7500318730862595e-05,0.8786125697894145
2013-07-08,5.858594159480322e-05,0.42577046948215413,0.00021531872960021622,1.0971440859792112,4.7820393773769904e-05,3.751580119849502e-05,0.8162434958288993
2013-07-09,6.185296409698371e-05,0.445137542143469,0.0002078233853286112,1.136599906628461,5.046865016625706e-05,3.790747823788613e-05,0.8159455396045957
2013-07-10,6.043816195282401e-05,0.4580920567785632,0.00020458888697297192,1.145628698102518,5.0938881559443824e-05,3.8473500288782226e-05,0.8428264512611253
2013-07-11,6.428746384905295e-05,0.4645069401637589,0.00023286002590253938,0.9532979570616664,5.6833293525046814e-05,2.834845493234166e-05,0.8840493950498882
2013-07-12,6.999194674271863e-05,0.48008854769460146,0.00023589953964503441,0.9739624522413856,6.168917033442502e-05,2.9623057138047895e-05,0.881375261088057
2013-07-15,7.060701256657018e-05,0.4844625995681233,0.00024052504036964985,1.003490137101897,6.313414765172096e-05,3.062600924193941e-05,0.8941625676655899
2013-07-16,3.5042919617133015e-05,0.46719907156554,0.000229829794735461,0.8897329943069434,4.1928109111119034e-05,2.9209286575356938e-05,1.1964787628773872
2013-07-17,3.792838595062833e-05,0.45719750183943253,0.00022192006908215763,0.8874116882973621,4.1945397943495585e-05,2.9175383105767505e-05,1.105910438638128
2013-07-18,3.7451029819475974e-05,0.45111798624142624,0.00022272535950198513,0.7854979235155651,4.120091484173449e-05,2.808027991467684e-05,1.1001276878188389
2013-07-19,4.0860668714576163e-05,0.4557577891618173,0.00021906043119415127,0.8010118679589942,4.3119012259718257e-05,2.9009061646368856e-05,1.0552693731205744
2013-07-22,3.950888193740232e-05,0.45674313127486194,0.00020795765852865773,0.7976888330650849,4.140062088380279e-05,2.8928635922441053e-05,1.047881358662534
2013-07-23,3.3171208880188284e-05,0.43056082731790735,0.0002026927075575125,0.8198633729228031,3.530483827876544e-05,2.9804559172456898e-05,1.0643217256954263
2013-07-24,3.471216593235655e-05,0.4121503153338626,0.00018010113429537514,0.8594951013845976,3.258777559808567e-05,3.1248950960172434e-05,0.9387998335105142
2013-07-25,3.488954269695917e-05,0.41373906649429876,0.000183161098857015,0.8344646586276886,3.307430971974707e-05,3.065068929001657e-05,0.9479720043057399
2013-07-26,3.343176772700175e-05,0.41671198059306797,0.0001841267953464926,0.8031570027544803,3.26944589220329e-05,2.9982608368196635e-05,0.9779458624207493
2013-07-29,3.360094972876798e-05,0.4153144806578759,0.00018679952295218036,0.8093887893150113,3.290339655337638e-05,3.11938326225715e-05,0.9792400756221965
2013-07-30,3.816574763863081e-05,0.40241479940104014,0.0001940025667808239,0.810762457219057,3.462697626813125e-05,3.1266272962265314e-05,0.9072788667994631
2013-07-31,3.750748633018741e-05,0.4147765210180631,0.00025955505058818546,0.8034953786070835,4.0924924460219676e-05,3.2531525022453116e-05,1.091113493982181
2013-08-01,4.226173154810077e-05,0.4117038662912383,0.00023491807828522629,0.7879678125598761,4.102199796170244e-05,3.05315341249007e-05,0.9706653385702545
2013-08-02,4.130983358011611e-05,0.41538220564731104,0.00022738248396510794,0.8168007179000762,4.025808514087944e-05,3.286083952733633e-05,0.9745399981532991
2013-08-05,3.7225611971094185e-05,0.4300701663341632,0.00020748328543629494,0.8241252829885387,3.779651849897515e-05,3.546465254834773e-05,1.0153363906636181
2013-08-06,4.1983018398946586e-05,0.44724517563242777,0.00019319495919905812,0.7931397394003533,4.0279158570634764e-05,3.369862912088316e-05,0.9594154995688787
2013-08-07,4.81253999850549e-05,0.45513757778356617,0.00018157112667764271,0.8549350214272432,4.254546397379301e-05,4.522076429201303e-05,0.8840542413570648
2013-08-08,4.5117615842124565e-05,0.47514429083373555,0.0001689253517071797,0.8945923294334807,4.148069289517697e-05,4.788168629775674e-05,0.9193901787790847
2013-08-09,4.7210405389653165e-05,0.4788654807164228,0.0001671860197474875,0.8954624906975274,4.254341771466679e-05,4.804342284418367e-05,0.9011449353915268
2013-08-12,4.729046229109182e-05,0.49374159647007726,0.00015395868597706694,0.8843817932851579,4.212972211979039e-05,4.852210104500329e-05,0.8908714374679826
2013-08-13,5.1414947954433665e-05,0.5139574408720519,0.00014661645943605592,0.8843661878135546,4.4623458014201364e-05,5.212572746304984e-05,0.8679082599431738
2013-08-14,5.361675369996386e-05,0.5317516083242059,0.0001517247836319177,0.8523307309416335,4.796090100842681e-05,5.037840660530421e-05,0.894513332097895
2013-08-15,5.120699157562921e-05,0.535068411767697,0.00015321905706423727,0.7581913718463207,4.739476085652355e-05,4.1590686184356975e-05,0.9255525348823654
2013-08-16,4.9139520575593413e-05,0.5396281301717434,0.00015487653001385206,0.7405440510060272,4.70763565239331e-05,4.031506910237699e-05,0.9580141599369806
2013-08-19,5.1240075352845624e-05,0.5430246660153666,0.00015402471456825418,0.7242062903599251,4.8241371175116705e-05,3.879411495373196e-05,0.9414773659663952
2013-08-20,5.687877447837599e-05,0.5387410618412892,0.00014995381587266614,0.7302435323798336,4.9754681902162826e-05,3.951401283753137e-05,0.8747495416076241
2013-08-21,5.746511661394483e-05,0.535585743294178,0.00015908475284563347,0.6856609090754209,5.120889834940741e-05,3.6299095483189077e-05,0.8911301562899944
2013-08-22,5.43081375808944e-05,0.5562427480452059,0.00015861991657959996,0.7031993655523461,5.162685568471717e-05,3.643645426315223e-05,0.9506283585552286
2013-08-23,4.6628310947370826e-05,0.5903246322628734,0.00013837196034874078,0.7106407545977507,4.741762460234972e-05,3.675245215510136e-05,1.0169277771152763
2013-08-26,5.7057237442025364e-05,0.568476918782651,0.00013615501344516688,0.659632170278046,5.0105456718621136e-05,3.3965020232652926e-05,0.8781612809335926
2013-08-27,6.26349019454684e-05,0.5646327266665014,0.00013867699582686285,0.8541292684591933,5.262310381724695e-05,3.867142081916065e-05,0.8401562416919247
2013-08-28,6.352118414260544e-05,0.5551959018819504,0.00014713203026612266,0.829217140259683,5.367340635166052e-05,3.7850018561703286e-05,0.8449686049800866
2013-08-29,6.345432123592429e-05,0.5443474187844867,0.000156489334757776,0.8365310983551715,5.4243679530833284e-05,3.8196721453064416e-05,0.8548461077875898
2013-08-30,6.533098257867051e-05,0.5367024932187028,0.0001609735884577834,0.8056261353108941,5.503899821805016e-05,3.6423990939624736e-05,0.8424639588387193
2013-09-03,6.741624909395761e-05,0.504651088592318,0.00014448626524075963,0.8052162955264828,4.9806587823488375e-05,3.667714115789241e-05,0.7387920344555693
2013-09-04,5.29054408502055e-05,0.48354809322005077,0.00013124128799996913,0.7957315443187997,4.02925808316661e-05,3.5659036379095325e-05,0.761596164480493
2013-09-05,5.526096611110341e-05,0.48257141399713066,0.00013724538953837097,0.8156865604334278,4.20261601190805e-05,4.021222242021573e-05,0.7605035357975096
2013-09-06,5.903493096893949e-05,0.48006125254805343,0.00013881254514606898,0.8525211180902116,4.345758040512264e-05,4.4845682642089335e-05,0.7361333314336781
2013-09-09,5.950680039687122e-05,0.48602251834592836,0.00013960627124174994,0.913630836605582,4.429881969400035e-05,4.6692564623720194e-05,0.7444328950398333
2013-09-10,6.058865375686932e-05,0.48839097657071656,0.00013883175981693177,0.9103941950885353,4.479274700079456e-05,4.594002204635812e-05,0.7392926599844797
2013-09-11,5.2548421709793746e-05,0.5098204970736059,0.0001458221469817656,0.8953609695978635,4.462814900507066e-05,4.606516433877154e-05,0.8492766776428807
2013-09-12,5.463125330927889e-05,0.5164600487283311,0.00014532822180299775,0.8876206582410932,4.6018482535626316e-05,4.564406675661191e-05,0.8423471867853024
2013-09-13,5.629719144726608e-05,0.55182582093111,0.00012263457353263097,0.8793650297993323,4.585132024435722e-05,4.538309406678732e-05,0.8144512908304925
2013-09-16,5.4138744378514925e-05,0.5558323461592395,0.00012565891886319824,0.8803211303414665,4.584527324360268e-05,4.5480026879514055e-05,0.8468107964062143
2013-09-17,5.7555509167455784e-05,0.556879348046505,0.0001244313281510045,0.8813912372350932,4.712696054285069e-05,4.5520994389066705e-05,0.8188088546960189
2013-09-18,6.204530316157312e-05,0.5725762396663154,0.00012772325915873416,0.973801469858008,5.097095533436006e-05,4.812680420300867e-05,0.8215119072208548
2013-09-19,6.178297806302708e-05,0.5786836069413983,0.0001309498775167824,0.9925355981171984,5.205088849479925e-05,5.009776163995296e-05,0.8424794357063887
2013-09-20,6.675064824066973e-05,0.5965460159062081,0.00012802820158993255,1.1291878082898197,5.5147333214438774e-05,5.3070606626253806e-05,0.8261692533023026
2013-09-23,6.644616634370019e-05,0.6007596223272809,0.0001293065942841816,1.1018415055725774,5.5686001760134256e-05,5.103132942840456e-05,0.8380619202632732
2013-09-24,6.687102886618699e-05,0.6061988404768657,0.000128261449570699,1.0959508482888274,5.614126264067891e-05,5.0440217646222e-05,0.8395453695354531
2013-09-25,5.221698153901886e-05,0.6032046410707284,0.0001352006929263113,1.0758428149236168,5.068273173165093e-05,4.9070412810334204e-05,0.9706177997626794
2013-09-26,5.0374063840171386e-05,0.602823501097619,0.0001463987539122032,1.058141712553219,5.176811590522957e-05,4.824060110829004e-05,1.0276740044138841
2013-09-27,5.122431082106018e-05,0.6082889883298775,0.0001471017984377864,1.141565608257004,5.280280670521676e-05,5.1515042400747265e-05,1.0308153659630614
2013-09-30,5.1567877421329924e-05,0.6189701512526488,0.0001494598287686559,1.1979367927364493,5.4340242795068526e-05,5.371229953729705e-05,1.053761479284619
2013-10-01,5.3629225784131454e-05,0.6168418414215593,0.00015243333762503307,1.1909119613736323,5.577178802874473e-05,5.23261043828938e-05,1.0399513924224364
2013-10-02,4.9785428743887e-05,0.6180097794784626,0.00014712136653722007,1.1612846117313176,5.289131300780841e-05,5.174757609460723e-05,1.0623854075837957
2013-10-03,5.1677659876475144e-05,0.5622846624094684,9.94880274014835e-05,1.120442730917222,4.031745101050912e-05,4.935970261222652e-05,0.7801717629412733
2013-10-04,4.988490741732951e-05,0.5673064412968779,0.00010643450971668235,1.100945654642133,4.1337435653475386e-05,4.764851526560447e-05,0.8286561566137173
2013-10-07,5.300164613196136e-05,0.5594252539944858,0.00011764729171884135,1.061740810488597,4.417511754885252e-05,4.403951123822992e-05,0.8334668972142316
2013-10-08,5.7418241986777646e-05,0.5507836988168511,0.00012781129397227358,1.09450976695867,4.718355287596795e-05,4.512236509673646e-05,0.8217519597140128
2013-10-09,4.671951297786224e-05,0.5632537774916162,0.00013901582664217416,1.080867662762584,4.53926345676654e-05,4.51455731025064e-05,0.9715990530375268
2013-10-10,5.493659376391755e-05,0.5266376388883931,0.00015008672775361997,1.0837788786690463,4.782047698665558e-05,3.5522547254066055e-05,0.8704667273722412
2013-10-11,5.397060840252837e-05,0.5182166069341845,0.00015371111324612621,1.0456803172558522,4.7200067237275225e-05,3.4216828659643995e-05,0.8745513277383035
2013-10-14,5.390763459317086e-05,0.5119297725248289,0.00015325015074305756,1.0392161923648826,4.653031374147498e-05,3.422428334756917e-05,0.863148867365988
2013-10-15,5.553151341989191e-05,0.507027620096877,0.0001526901907484137,1.1355625225747723,4.6688179679381004e-05,4.186400520920172e-05,0.8407510763547255
2013-10-16,4.144281603770634e-05,0.5085265016255366,0.00015122309395743783,1.1448559567527783,4.025754430558541e-05,3.829311732828931e-05,0.9713998264248616
2013-10-17,4.1583055321708076e-05,0.50588191819542,0.0001419900848328944,1.134526358569088,3.88719532714144e-05,3.716811812929274e-05,0.9348027212209593
2013-10-18,4.3823960134694674e-05,0.5240065753072991,0.0001384786833391701,1.186867098143798,4.082103476082666e-05,3.8507791819407496e-05,0.931477544141643
2013-10-21,4.4710412594374516e-05,0.5297544625165315,0.00013915526747966336,1.1891728686800351,4.178580640327195e-05,3.859306772634356e-05,0.9345878058063248
2013-10-22,4.4371990394003997e-05,0.5372766042770112,0.0001428170812161219,1.1890390603042424,4.27703162291713e-05,3.841668001823493e-05,0.9639034861720079
2013-10-23,3.6244305626284386e-05,0.550512795607594,0.00014687789876907393,1.1702519649296232,4.01666428942414e-05,3.691980607124727e-05,1.1082194071642673
2013-10-24,4.040389782719303e-05,0.5662964272662501,0.0001441346061217658,1.149756652982998,4.3215504427600234e-05,3.618686704250176e-05,1.0695875089188773
2013-10-25,3.967999624918889e-05,0.5700858393925702,0.00014735382736182754,1.1318636569279668,4.359199800943559e-05,3.565389485292153e-05,1.098588763357725
2013-10-28,4.081308187982178e-05,0.5669460113554525,0.00014866140354485925,1.1290810551654529,4.416116418861069e-05,3.842955849606774e-05,1.0820345378143135
2013-10-29,4.2024721372673885e-05,0.580468511677596,0.0001505653611628231,1.187921224605058,4.617358787203241e-05,3.989736070962726e-05,1.0987244260959284
2013-10-30,3.243679795796633e-05,0.5668643252433336,0.00015491998622300894,1.152725698162651,4.0183877283340805e-05,3.820186396109636e-05,1.2388361309711777
2013-10-31,3.3498134377451295e-05,0.5730217400659129,0.00015486731438652633,1.2809917154053567,4.127254910382842e-05,4.2864676022465554e-05,1.2320850062506867
2013-11-01,3.528785039280735e-05,0.5791700415353573,0.00015804221837312238,1.2646299909055978,4.325190590570693e-05,4.22704599308921e-05,1.2256883155037088
2013-11-04,3.477448195487655e-05,0.5854817093720697,0.00015671249993376912,1.2913543886736576,4.3221067179354925e-05,4.296043833003588e-05,1.2428960763653845
2013-11-05,3.766596277267884e-05,0.5829367387844608,0.0001536226181217587,1.2895490984727034,4.434284407357742e-05,4.250962159733808e-05,1.177265648065199
2013-11-06,3.8333959556374354e-05,0.5967761762090896,0.0001526997026791354,1.399078518550796,4.5658581332113865e-05,5.192437835446845e-05,1.1910739683691647
2013-11-07,4.0431492315281525e-05,0.5889797407234136,0.00015282939162890915,1.415479087291221,4.6298154975911535e-05,4.9876756258758404e-05,1.1451013139678903
2013-11-08,4.3778322206368926e-05,0.5845090629081333,0.00015862968132583606,1.4647755975756434,4.8709428254213806e-05,4.7128638439616834e-05,1.1126380774621714
2013-11-11,4.088414418239951e-05,0.585358717372664,0.0001646987194369099,1.4694863676285377,4.8033546920376445e-05,4.742298834640934e-05,1.1748698152046615
