Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_LBTY.K,Predicted_Covariance,Future_Cov_45_LBTY.K,Beta_Predicted
2013-04-19,7.72897485213767e-05,0.49286162154457747,0.00017782811962009648,0.8033705242866516,5.7781148079243184e-05,5.829900867058898e-05,0.7475913582932948
2013-04-22,7.797978274745508e-05,0.4785509583505152,0.0001795833357152454,0.84979299283422,5.6630737549702686e-05,6.30125841920193e-05,0.7262233306433631
2013-04-23,8.499754389235151e-05,0.4667036623945732,0.00018026605719076216,0.9075582718397904,5.7769868253651304e-05,6.71214800023053e-05,0.6796651480519982
2013-04-24,7.773768893068322e-05,0.4541823544488479,0.00018601219337549977,0.9262054960381306,5.461560852215835e-05,6.912796504615753e-05,0.702562801562801
2013-04-25,6.90805921567358e-05,0.45655572480830897,0.0001869650212099971,0.953726257206016,5.188621611404788e-05,7.131820451765277e-05,0.7510968637374171
2013-04-26,7.034557142953508e-05,0.4618029046325773,0.0001879460710617175,0.9995226960217224,5.309965101778738e-05,7.532643361152688e-05,0.7548399982929574
2013-04-29,6.776168711759701e-05,0.46395549968846583,0.00018512390541542803,1.0121658601081551,5.196365422466123e-05,7.539605223200322e-05,0.766858920358357
2013-04-30,5.8041023931509805e-05,0.44637156658867116,0.00019524662657083414,1.0218374566135828,4.751774525177567e-05,7.601104042235199e-05,0.8186924012203518
2013-05-01,6.311211636341748e-05,0.440867293866171,0.00020093354564809513,1.0589477019912024,4.9646710393742914e-05,7.926404965602779e-05,0.786643092553941
2013-05-02,6.214021471172626e-05,0.4298919037139467,0.00020026666342223346,1.0642982341110097,4.795677521311196e-05,7.847861197859791e-05,0.7717510381254316
2013-05-03,7.476459886581012e-05,0.4454835027452361,0.00020711620371897862,1.055465378166195,5.543533395311531e-05,7.671053542778e-05,0.7414650087618662
2013-05-06,7.535412832838797e-05,0.4696290896074316,0.000214335787040916,1.055748560692771,5.968371669676961e-05,7.662940558694089e-05,0.7920430906807413
2013-05-07,7.392273390092128e-05,0.4981011831991851,0.00024319253469942,1.0408420684949589,6.67854263869851e-05,7.904147868146165e-05,0.9034490861295482
2013-05-08,6.958015556766957e-05,0.5067908233587647,0.00024451331156008174,1.0313774822532051,6.610323196598588e-05,7.7960552496317e-05,0.950029953607933
2013-05-09,7.111722928104653e-05,0.5268132544757864,0.00026741452563510716,1.0076628246925876,7.265016487361825e-05,7.613151260659409e-05,1.0215550522435815
2013-05-10,7.562958883543677e-05,0.541384214219393,0.0002621306126919673,1.0003918371247202,7.622726352433767e-05,7.586401417604785e-05,1.0079026568583018
2013-05-13,7.357910230951406e-05,0.5482156274939064,0.0002529019952081122,1.0110310564975595,7.478332688927375e-05,7.675816841887544e-05,1.0163663940162528
2013-05-14,7.590263764609063e-05,0.550738791807194,0.0002519214714767296,1.027334317105956,7.615645040503324e-05,7.634573352974987e-05,1.0033439254130543
2013-05-15,7.650099964197039e-05,0.5584281742770377,0.00024990534250841673,1.0478931801140954,7.721268358207265e-05,7.734452238743781e-05,1.0093029364770787
2013-05-16,7.639729836462006e-05,0.5484405793481426,0.0002495288578392676,1.0343160292167213,7.572320211716306e-05,7.576854306868128e-05,0.9911764386714338
2013-05-17,7.425705624970095e-05,0.5583457416940686,0.0002480911868182607,1.0875584875951176,7.578403780249208e-05,7.773310840440956e-05,1.0205634538979895
2013-05-20,7.217439206379002e-05,0.564744214581574,0.00024159327464591155,1.0949998549483753,7.457371488892083e-05,7.864560324964799e-05,1.0332434088673752
2013-05-21,7.13709588975209e-05,0.570144629709994,0.00023464224754527648,1.0908456158444488,7.378174268374284e-05,7.843153636097443e-05,1.0337782176877222
2013-05-22,7.35750525384875e-05,0.5650817942479327,0.00023704947232475217,1.0898262412356623,7.462702044868229e-05,7.68753804172624e-05,1.0142978886714962
2013-05-23,7.454058968752127e-05,0.5547606658641897,0.00022778260825588776,1.0779049431639591,7.228735823640066e-05,7.606496736268659e-05,0.9697717517319585
2013-05-24,7.630250921850573e-05,0.5646793384176231,0.00022841634192361985,1.0812516260395049,7.454781061800974e-05,7.62652416028299e-05,0.9770033958454617
2013-05-28,7.438631671877e-05,0.570180209363098,0.00022304285164220986,1.0947832330864518,7.344340796583469e-05,7.644102405648178e-05,0.987324163978973
2013-05-29,7.273626036607267e-05,0.5655236814146453,0.0002186779936367048,1.020261686471263,7.13228716032884e-05,7.288157860083606e-05,0.9805683058811264
2013-05-30,7.309916508279677e-05,0.5536865944236841,0.00020086817873811807,1.0198326874647532,6.709278009966253e-05,7.266725451867434e-05,0.9178323722804355
2013-05-31,7.696255068093324e-05,0.5240505074833909,0.00020602253052810136,1.007357157154803,6.598879999290858e-05,6.653343092009973e-05,0.8574144101133162
2013-06-03,7.835861755638394e-05,0.5146488678741211,0.00020482208402545666,0.9989230638736522,6.519927924188193e-05,6.644964309977397e-05,0.8320626534148201
2013-06-04,7.696792659140356e-05,0.5238580432564974,0.00021290048723446024,1.0179892729921394,6.705896370720451e-05,6.737116773325754e-05,0.8712585446558493
2013-06-05,8.390672708275947e-05,0.5173489475888631,0.00021798391083645632,0.9590637558531896,6.996714943624923e-05,5.8704035543402584e-05,0.8338681756379168
2013-06-06,8.864935953499249e-05,0.5318123685210793,0.000222579036206182,0.9592262957932356,7.470305513573381e-05,5.765534679778238e-05,0.8426801448717329
2013-06-07,8.584609796353898e-05,0.5455157160983096,0.00025541852875015557,0.846423995999901,8.077812091031356e-05,4.8214896324269976e-05,0.9409643865772686
