Date,Predicted_Index_Var,Predicted_Corr,Predicted_Var,Future_Beta_45d_XOM,Predicted_Covariance,Future_Cov_45_XOM,Beta_Predicted
2013-04-19,7.72897485213767e-05,0.8488020325144546,9.37872657468219e-05,0.9986747540630058,7.22668783563381e-05,7.247185001953512e-05,0.9350124659333136
2013-04-22,7.797978274745508e-05,0.8444595330955011,9.283787490725117e-05,0.9879489902137306,7.18509390738898e-05,7.325692191887455e-05,0.921404709558962
2013-04-23,8.499754389235151e-05,0.8483450199369221,9.508457288857748e-05,0.9714316990563732,7.626595853053389e-05,7.184545101400184e-05,0.897272497980929
2013-04-24,7.773768893068322e-05,0.8461921104546526,9.081663994738043e-05,0.9667295458580648,7.109965597805336e-05,7.215250453708473e-05,0.9146098495602458
2013-04-25,6.90805921567358e-05,0.8190424815583363,9.40848356947463e-05,0.9783007029097404,6.603045186591647e-05,7.315584433449128e-05,0.955846639474385
2013-04-26,7.034557142953508e-05,0.825618474308471,9.155821478143823e-05,0.9679862344851692,6.625923864496963e-05,7.294977004427552e-05,0.9419105893729399
2013-04-29,6.776168711759701e-05,0.8309849569205812,8.909773152806962e-05,0.9746232625181284,6.456818677563774e-05,7.259951091364626e-05,0.9528715934062104
2013-04-30,5.8041023931509805e-05,0.7979153250589067,8.416023595474703e-05,0.9705579405165736,5.576706794954191e-05,7.219653025181479e-05,0.9608215736398581
2013-05-01,6.311211636341748e-05,0.818526956564913,8.781856444755564e-05,0.9433921457640674,6.093720424930149e-05,7.061451830561782e-05,0.9655389132953136
2013-05-02,6.214021471172626e-05,0.8206876588194191,8.838883315723543e-05,0.9363734429360948,6.082231944467522e-05,6.904576719196253e-05,0.9787915881339505
2013-05-03,7.476459886581012e-05,0.8533927258800292,9.278343899570808e-05,0.9288323962067524,7.107750478160437e-05,6.750693287493947e-05,0.9506839581815524
2013-05-06,7.535412832838797e-05,0.8577289771324891,9.224474868329847e-05,0.926716988360977,7.151126054945765e-05,6.72639060183262e-05,0.9490025581321387
2013-05-07,7.392273390092128e-05,0.8711951650823572,9.000455185424324e-05,0.8947307664262913,7.106188173146637e-05,6.794579594807573e-05,0.9612994268679332
2013-05-08,6.958015556766957e-05,0.8679182257598783,8.829721376519695e-05,0.8922603004572746,6.80291439265395e-05,6.7444856215216e-05,0.9777089943465038
2013-05-09,7.111722928104653e-05,0.8730701304318701,8.848145063173196e-05,0.8825848781574923,6.92568383332012e-05,6.668155272904418e-05,0.9738405029744157
2013-05-10,7.562958883543677e-05,0.8728239462400421,8.730219879925627e-05,0.8876571872656962,7.092267595762242e-05,6.731486097661947e-05,0.9377636061455237
2013-05-13,7.357910230951406e-05,0.8745485028592699,8.630024431832868e-05,0.8872722813820525,6.968946905367393e-05,6.736231767563686e-05,0.9471367122762901
2013-05-14,7.590263764609063e-05,0.882061237219217,8.882704779506268e-05,0.8891642112270716,7.242688137697185e-05,6.607770499262977e-05,0.9542077011167241
2013-05-15,7.650099964197039e-05,0.8800770153742848,8.833621157727434e-05,0.8974554271680403,7.23475150644029e-05,6.624077978135921e-05,0.945706793414386
2013-05-16,7.639729836462006e-05,0.8856161522401623,8.876091988106109e-05,0.8911463751341248,7.292818857017722e-05,6.528068849129411e-05,0.9545911980043341
2013-05-17,7.425705624970095e-05,0.8888441434589155,8.881609858148591e-05,0.8795378471752868,7.218389714811625e-05,6.286485885595001e-05,0.9720813185131744
2013-05-20,7.217439206379002e-05,0.8756621678096617,8.745415357992244e-05,0.8796356301428366,6.956941868561074e-05,6.317761090089746e-05,0.9639072349112837
2013-05-21,7.13709588975209e-05,0.8696788509855422,8.446367974835243e-05,0.8772100894764929,6.752345778230697e-05,6.307119360399021e-05,0.9460915031176976
2013-05-22,7.35750525384875e-05,0.8736407944638347,8.450323020763838e-05,0.875612761225855,6.888661598886916e-05,6.176495075134774e-05,0.936276816830463
2013-05-23,7.454058968752127e-05,0.8723716371192768,8.315868541519448e-05,0.8797234577244509,6.868339544906456e-05,6.20798118835805e-05,0.9214227541932466
2013-05-24,7.630250921850573e-05,0.8640994176735856,8.072222919162888e-05,0.8791459461214495,6.781561362882749e-05,6.20098748250586e-05,0.8887730472221496
2013-05-28,7.438631671877e-05,0.8534340638653294,7.778367083943158e-05,0.8719135870941617,6.491734028961199e-05,6.08796019814225e-05,0.8727054000407485
2013-05-29,7.273626036607267e-05,0.8481451590015552,7.647746277851751e-05,0.8053927962489384,6.325755584513975e-05,5.75325910623788e-05,0.8696839173030375
2013-05-30,7.309916508279677e-05,0.8409042681796757,7.418087212269941e-05,0.8046695457342142,6.192253575430387e-05,5.7335999720361086e-05,0.8471031876241878
2013-05-31,7.696255068093324e-05,0.8722907599865987,7.973792327708188e-05,0.777165335884878,6.833346744261745e-05,5.132983452923101e-05,0.88787945355281
2013-06-03,7.835861755638394e-05,0.8624345339574286,7.94543447109516e-05,0.7576812859945438,6.805003394393233e-05,5.04019306977212e-05,0.868443523712833
2013-06-04,7.696792659140356e-05,0.864363678300907,7.819486905265948e-05,0.7494700560965406,6.705644584458596e-05,4.96003977644309e-05,0.8712258315150637
2013-06-05,8.390672708275947e-05,0.8654353895981514,7.919977018765013e-05,0.7424672245315672,7.054967244986493e-05,4.5446219891750883e-05,0.8408106823220489
2013-06-06,8.864935953499249e-05,0.8552775800945515,7.741771999222481e-05,0.7552112110656649,7.085411491489407e-05,4.539279674725442e-05,0.7992625698206639
2013-06-07,8.584609796353898e-05,0.8557436473304265,7.918690970943739e-05,0.7393040454681674,7.055546541724765e-05,4.211301673016984e-05,0.8218831966854725
2013-06-10,7.344670994631798e-05,0.8191380582852705,7.432087444100612e-05,0.7323079656811139,6.051996704675098e-05,4.179949220176453e-05,0.8239983396258985
2013-06-11,7.540176794643908e-05,0.8100259750207132,7.202417695618255e-05,0.7388825608869936,5.969374995838236e-05,4.068634174875657e-05,0.7916757336616462
2013-06-12,7.564969572692771e-05,0.8012925817360783,7.097799261563638e-05,0.7217563813070011,5.871601478760202e-05,4.199881407535475e-05,0.7761566550055786
2013-06-13,7.668406692361186e-05,0.7904657873767552,7.334326301142258e-05,0.6737672893530784,5.928103265563332e-05,3.6123679174863166e-05,0.773055408168239
2013-06-14,7.978958283363962e-05,0.7809480774102405,7.174383549666852e-05,0.682360145400957,5.908640305684889e-05,3.660271176546063e-05,0.7405277851877403
2013-06-17,6.406673037804978e-05,0.7537489967479679,7.011461247056529e-05,0.6560249461495842,5.0518133511302525e-05,3.467497198893286e-05,0.7885236723210521
2013-06-18,5.269216623890948e-05,0.7302836844520415,5.520266877883143e-05,0.652052843852697,3.938625259182764e-05,3.4118017036815475e-05,0.7474783331785598
2013-06-19,5.313666894497608e-05,0.7224329977867665,6.39700304818378e-05,0.6602895644094583,4.211948149419732e-05,3.282543500152075e-05,0.7926631896668712
2013-06-20,6.610900161714408e-05,0.7172327647454434,7.093967944011801e-05,0.6026831756674804,4.911736169354173e-05,2.097307770240422e-05,0.7429753965729851
2013-06-21,6.524441916700448e-05,0.7082333829839284,7.039896942652572e-05,0.6216106645487355,4.79988938456181e-05,2.1812600165035312e-05,0.7356781539085596
2013-06-24,5.5679700730278476e-05,0.6757919440785127,6.980630304695875e-05,0.5195137013330529,4.213167987774357e-05,1.9500179826441362e-05,0.7566793521724601
2013-06-25,5.683904438603972e-05,0.654341117802155,6.657967932738055e-05,0.5419420503982803,4.025301776615293e-05,1.948145329335613e-05,0.7081930775042992
2013-06-26,5.616484134519195e-05,0.6398122930750109,6.216791622403978e-05,0.5117095173152207,3.7806633195557825e-05,1.742555561097029e-05,0.6731370068900641
2013-06-27,5.600093181678947e-05,0.6317724849922381,6.207818196766266e-05,0.5064703571524929,3.725013311618168e-05,1.706262473670678e-05,0.6651698803521308
2013-06-28,5.651835513949762e-05,0.6086370941549765,5.894552246670805e-05,0.5226283486562926,3.513003521953941e-05,1.7556912079920788e-05,0.6215686060366066
2013-07-01,4.0959150997653995e-05,0.5698210359634974,5.8291663574014443e-05,0.5504072632965156,2.7843073627099752e-05,1.8878069039400923e-05,0.6797766298596988
2013-07-02,4.708768430286185e-05,0.5360158427190863,5.8080982753377096e-05,0.5540567587061594,2.8031624745677452e-05,1.8978194249157487e-05,0.595306929204284
2013-07-03,4.5307854285029834e-05,0.5136167422052421,5.7076901312289764e-05,0.5542920721301835,2.611897400084149e-05,1.8986028258679262e-05,0.5764778406085644
2013-07-05,5.048108536897671e-05,0.50076758290073,5.424013474346388e-05,0.5504440475587926,2.6203598049817828e-05,1.8574280775857915e-05,0.5190775487153317
2013-07-08,5.858594159480322e-05,0.4938675536560904,5.731452516618383e-05,0.5084702995315534,2.8618017910650915e-05,1.7386659524796747e-05,0.4884792687737468
2013-07-09,6.185296409698371e-05,0.47431706125328765,5.959015171901331e-05,0.4853678267050981,2.879627089427056e-05,1.618781615315396e-05,0.465560079693494
2013-07-10,6.043816195282401e-05,0.4656589244118189,6.338379569044853e-05,0.5001013122317357,2.882124095223028e-05,1.6794837640184664e-05,0.4768715662585366
2013-07-11,6.428746384905295e-05,0.4699378595579318,6.476859500496243e-05,0.5127541092392877,3.0323953298406422e-05,1.5247894584759485e-05,0.47169310286694627
2013-07-12,6.999194674271863e-05,0.47515788223503774,6.658624956343779e-05,0.5183545033169529,3.243801360680157e-05,1.5765746445548624e-05,0.4634535131025791
2013-07-15,7.060701256657018e-05,0.4746568997920966,6.732806875691725e-05,0.5304627017028971,3.272666834125325e-05,1.618945219708455e-05,0.4635045040377211
2013-07-16,3.5042919617133015e-05,0.4519581127754794,6.465554584255212e-05,0.559486488040568,2.1513011976038632e-05,1.8367534157757748e-05,0.6139046692194161
2013-07-17,3.792838595062833e-05,0.44219559156471205,6.376545392520756e-05,0.5591385764921517,2.1746497397390834e-05,1.8382766864014497e-05,0.5733567841694718
2013-07-18,3.7451029819475974e-05,0.4424753668233289,6.279425936488715e-05,0.5242067049812471,2.1457590424581223e-05,1.873954159311292e-05,0.5729506111851282
2013-07-19,4.0860668714576163e-05,0.4454127185125497,6.357587379689195e-05,0.5337646199063089,2.270186401011182e-05,1.9330563482119783e-05,0.5555920821729826
2013-07-22,3.950888193740232e-05,0.4485956040204953,6.325410621949536e-05,0.5391127111016499,2.242573805627099e-05,1.9551226862100526e-05,0.5676125710619252
2013-07-23,3.3171208880188284e-05,0.4533737289435907,6.095171642210543e-05,0.546625381971359,2.0385903804982263e-05,1.987151649920842e-05,0.6145662004244251
2013-07-24,3.471216593235655e-05,0.4463436590866682,5.994762985175261e-05,0.5486581412319053,2.0360865475640202e-05,1.994774760395433e-05,0.5865628066919631
2013-07-25,3.488954269695917e-05,0.450043278110764,5.9966445543535024e-05,0.5405382283051992,2.0585246486230634e-05,1.985448887961913e-05,0.590011931799403
2013-07-26,3.343176772700175e-05,0.4518931843649216,5.953195547827643e-05,0.5569923951949979,2.0160000369196142e-05,2.0793051410771862e-05,0.6030192759718646
2013-07-29,3.360094972876798e-05,0.45479688295496035,6.046404344247907e-05,0.5362122382162658,2.0499433014017883e-05,2.0665612163035106e-05,0.6100849285360221
2013-07-30,3.816574763863081e-05,0.4580443710295896,5.928573802782371e-05,0.5341019993630168,2.1788109682531844e-05,2.0597128977894604e-05,0.5708812490411753
2013-07-31,3.750748633018741e-05,0.46660665547049723,5.782417983936817e-05,0.5329360249447506,2.173024634392663e-05,2.1577251210718945e-05,0.5793575755151932
2013-08-01,4.226173154810077e-05,0.4816363468890207,5.8856271363929266e-05,0.6709204067959957,2.4020899704618753e-05,2.5996276711655105e-05,0.5683841817337522
2013-08-02,4.130983358011611e-05,0.48797261235163447,5.873688781447048e-05,0.6697957992194226,2.4036854591196557e-05,2.6946661274759017e-05,0.5818676210491042
2013-08-05,3.7225611971094185e-05,0.484240824890614,5.454822152093693e-05,0.6428895740124356,2.182089811415681e-05,2.7665521056005868e-05,0.5861797015211143
2013-08-06,4.1983018398946586e-05,0.5208481648627127,5.3322997214012763e-05,0.6499838420333937,2.4643662035882818e-05,2.7616274080290017e-05,0.5869911925270519
2013-08-07,4.81253999850549e-05,0.5416808407491659,5.366016931852511e-05,0.6311192326602789,2.7526859758320178e-05,3.338229613361942e-05,0.571981942318786
2013-08-08,4.5117615842124565e-05,0.5579256957304615,5.34725139597621e-05,0.6463357916087588,2.740404903640112e-05,3.4594134779158016e-05,0.6073913376161828
2013-08-09,4.7210405389653165e-05,0.5685209491389381,5.7347837182573494e-05,0.6449206042860477,2.9581749766790852e-05,3.460133016683431e-05,0.6265938519831926
2013-08-12,4.729046229109182e-05,0.5705161497195687,5.736430560729822e-05,0.6522314217290279,2.971499029589561e-05,3.5785041245933464e-05,0.6283505987526172
2013-08-13,5.1414947954433665e-05,0.6055173858862332,5.8284281612995625e-05,0.6471587813818791,3.314721471763657e-05,3.814440525709361e-05,0.6446999566548853
2013-08-14,5.361675369996386e-05,0.6273267236838299,5.8862768623718675e-05,0.6411730681762235,3.5242311783525056e-05,3.789758641843938e-05,0.6573003651198079
2013-08-15,5.120699157562921e-05,0.6412240345993911,5.952671870600309e-05,0.6400196038520671,3.5402211718688e-05,3.510835850166225e-05,0.69135504018824
2013-08-16,4.9139520575593413e-05,0.6341187340671793,5.662847248328721e-05,0.6414736909372231,3.3450565560492664e-05,3.492169863812789e-05,0.6807263312435912
2013-08-19,5.1240075352845624e-05,0.640925286879903,5.931857275007798e-05,0.6312378341100529,3.533520643048021e-05,3.381400220569695e-05,0.6896009849157622
2013-08-20,5.687877447837599e-05,0.6333557525017915,5.7797308685469725e-05,0.6382009257203654,3.631421350907849e-05,3.453351991992975e-05,0.6384492957541539
2013-08-21,5.746511661394483e-05,0.6315984427654303,5.895608845521758e-05,0.6437578874427317,3.6762710785929414e-05,3.408073687013905e-05,0.6397396012071844
2013-08-22,5.43081375808944e-05,0.6291314065564884,5.934818303862262e-05,0.6293560679694373,3.571721059109079e-05,3.2610244987626724e-05,0.6576769556475474
2013-08-23,4.6628310947370826e-05,0.574023844366005,6.24477663926435e-05,0.625422637272185,3.0975136548221746e-05,3.234519749162722e-05,0.6642989188088595
2013-08-26,5.7057237442025364e-05,0.5865621079502669,7.25861876026588e-05,0.6297140722819135,3.774821045472078e-05,3.2424511977373535e-05,0.66158496532672
2013-08-27,6.26349019454684e-05,0.5761741608087215,7.089537908528228e-05,0.6901410399732455,3.839467037274327e-05,3.124671588590288e-05,0.612991625757963
2013-08-28,6.352118414260544e-05,0.5890619406278174,8.020639428140461e-05,0.643496456473189,4.2046006487795656e-05,2.937270787030866e-05,0.6619210119477955
2013-08-29,6.345432123592429e-05,0.6612578978936355,8.331908258951389e-05,0.6442136492808473,4.808102453860408e-05,2.9415343154875872e-05,0.7577265598640317
2013-08-30,6.533098257867051e-05,0.6948792387340426,8.046440370124704e-05,0.667924159727074,5.038146941071303e-05,3.0198205440376995e-05,0.7711726874771013
2013-09-03,6.741624909395761e-05,0.7006826600892969,7.718683669412299e-05,0.6706588557001021,5.054466055472919e-05,3.054812682748813e-05,0.7497400290586533
2013-09-04,5.29054408502055e-05,0.6663741775666566,7.446818907369269e-05,0.6840233757984818,4.1826711875386054e-05,3.0653069638744145e-05,0.7905937688679819
2013-09-05,5.526096611110341e-05,0.6585585061218581,7.36483897191003e-05,0.7178067431161202,4.2013148396428405e-05,3.538688242402614e-05,0.7602680762395653
2013-09-06,5.903493096893949e-05,0.6525030389943342,7.40641840286602e-05,0.7088758677228727,4.314606464744363e-05,3.728942488574415e-05,0.7308565274709038
2013-09-09,5.950680039687122e-05,0.6537082184978938,7.250983122967757e-05,0.7008069354733049,4.294036106271109e-05,3.581585889210182e-05,0.7216042666775414
2013-09-10,6.058865375686932e-05,0.6756031716378409,6.917385430176362e-05,0.7262972549822087,4.373793940275168e-05,3.6650180862419845e-05,0.7218833344319493
2013-09-11,5.2548421709793746e-05,0.7105621813434733,6.642957972689829e-05,0.6970586344132331,4.198195702774332e-05,3.586276556418008e-05,0.7989194663085172
2013-09-12,5.463125330927889e-05,0.7033765550590781,6.512839826386415e-05,0.6881738339653601,4.1955960609938674e-05,3.538792402591489e-05,0.7679845888289849
2013-09-13,5.629719144726608e-05,0.7222878345977494,6.343288987752742e-05,0.7111785218183722,4.31629295636779e-05,3.670316724026084e-05,0.7666977420020833
2013-09-16,5.4138744378514925e-05,0.7147553278228899,6.220041572296344e-05,0.7071605162576308,4.147707619948258e-05,3.65340307974351e-05,0.7661255663687473
2013-09-17,5.7555509167455784e-05,0.708948280689348,6.130091849585649e-05,0.7079948531899884,4.211060632833574e-05,3.656563439483477e-05,0.7316520509933527
2013-09-18,6.204530316157312e-05,0.666730052221742,6.280598953793749e-05,0.7283635878725417,4.162028192617426e-05,3.5996877050569566e-05,0.6708047153511402
2013-09-19,6.178297806302708e-05,0.6595023110960067,6.329344739896308e-05,0.7042203327840962,4.1241088224757795e-05,3.554518592658084e-05,0.6675153823547685
2013-09-20,6.675064824066973e-05,0.657610517799486,6.15157385646594e-05,0.7073639212291253,4.2139523048485645e-05,3.32453398181926e-05,0.631297585254175
2013-09-23,6.644616634370019e-05,0.647553875724225,6.113098639395949e-05,0.6837448518270933,4.127067512700978e-05,3.166735742127625e-05,0.6211144660104636
2013-09-24,6.687102886618699e-05,0.6460569401908992,6.113346177141502e-05,0.6823107484392738,4.130753631513138e-05,3.1402779337567064e-05,0.6177194670922482
2013-09-25,5.221698153901886e-05,0.6494076231437161,6.103965295984176e-05,0.6761977445053571,3.6663109160855496e-05,3.08421472021919e-05,0.7021299983312743
2013-09-26,5.0374063840171386e-05,0.656496827526366,6.14754946190456e-05,0.6847192797065275,3.653315182157308e-05,3.1216300474325014e-05,0.7252373351788086
2013-09-27,5.122431082106018e-05,0.6724632158074851,6.17083570770537e-05,0.6832733617152869,3.780755452058821e-05,3.083384427970574e-05,0.7380783443365362
2013-09-30,5.1567877421329924e-05,0.6816449356390043,6.290773800738571e-05,0.6250110974826663,3.882396394961139e-05,2.8023835218749623e-05,0.7528710874097894
2013-10-01,5.3629225784131454e-05,0.6893024597688456,6.236554870474545e-05,0.6457001150687128,3.9864191991806774e-05,2.8370671146976337e-05,0.7433296194181184
2013-10-02,4.9785428743887e-05,0.6687590008315849,6.225677447549049e-05,0.6579702897047032,3.723180351945421e-05,2.9319571869400126e-05,0.7478453928957234
2013-10-03,5.1677659876475144e-05,0.6622802519797046,6.236173463002602e-05,0.684229763592963,3.759692433829947e-05,3.01428861265715e-05,0.7275276091867784
2013-10-04,4.988490741732951e-05,0.6662213143119502,6.266141000904282e-05,0.674142461677697,3.724801982136804e-05,2.9176633052685217e-05,0.7466791410427366
2013-10-07,5.300164613196136e-05,0.6733910093320369,6.177654545531011e-05,0.6731123044015291,3.8532199681492515e-05,2.79197489645711e-05,0.7270000555370789
2013-10-08,5.7418241986777646e-05,0.6720355950941542,6.137010134168781e-05,0.7524459758620128,3.989290312888061e-05,3.102041029086394e-05,0.6947775088284174
2013-10-09,4.671951297786224e-05,0.6443927646360138,6.174726095466928e-05,0.7143266120805487,3.461056250012654e-05,2.983592293095702e-05,0.7408159951608773
2013-10-10,5.493659376391755e-05,0.6426466554874518,6.339090332650474e-05,0.8042300449798617,3.792421378851188e-05,2.6359897150810466e-05,0.6903269968190233
2013-10-11,5.397060840252837e-05,0.6329566706882295,6.448875456302674e-05,0.8369402826032178,3.734174707187104e-05,2.7386421811343526e-05,0.6918904229013969
2013-10-14,5.390763459317086e-05,0.6241214059154564,6.285636183862918e-05,0.8422351674414996,3.633028762594953e-05,2.7737149620629077e-05,0.6739358515751298
2013-10-15,5.553151341989191e-05,0.6281711321623203,6.1950179405657e-05,0.9391096839718498,3.6844190012090346e-05,3.462151305651295e-05,0.6634825478913098
2013-10-16,4.144281603770634e-05,0.6262096076301197,6.324375622699844e-05,1.016455335147772,3.20592371076955e-05,3.399837610853638e-05,0.7735776709412486
2013-10-17,4.1583055321708076e-05,0.6297028909907266,6.44710502923763e-05,1.0462329639041048,3.2604403400720375e-05,3.4275546001587055e-05,0.7840790713543246
2013-10-18,4.3823960134694674e-05,0.6302161126455782,6.475636479746352e-05,1.050625235065639,3.357272112155898e-05,3.4087437334303775e-05,0.7660814088542408
2013-10-21,4.4710412594374516e-05,0.6362955070334178,6.601910111448731e-05,1.049576217078506,3.456989009956493e-05,3.406263891189491e-05,0.7731955062278832
2013-10-22,4.4371990394003997e-05,0.6311225206004629,6.601920751139284e-05,1.0744954025986333,3.415885353166114e-05,3.471588734194669e-05,0.7698291924330047
2013-10-23,3.6244305626284386e-05,0.6335538965505002,7.016421379036605e-05,1.0666865381227104,3.1949295770733604e-05,3.3652462295732134e-05,0.8814983545322486
2013-10-24,4.040389782719303e-05,0.6240053010563161,7.417367229048886e-05,1.0728707480092812,3.4160545863016184e-05,3.376699844377881e-05,0.845476493607632
2013-10-25,3.967999624918889e-05,0.6174685918003503,7.578553100617323e-05,1.1076665724032158,3.386053625479604e-05,3.489168263582967e-05,0.8533402080522675
2013-10-28,4.081308187982178e-05,0.6198526407680036,7.67079206173662e-05,1.1477380937134152,3.468232919220521e-05,3.9064572032927785e-05,0.8497846179401696
2013-10-29,4.2024721372673885e-05,0.6176726927699342,7.808740948097639e-05,1.150082688788917,3.5383544104408186e-05,3.862652079119528e-05,0.8419697489634268
2013-10-30,3.243679795796633e-05,0.6524820078813367,7.9935067080211e-05,1.152880089367174,3.3224327592485594e-05,3.820698055717937e-05,1.024278895701721
2013-10-31,3.3498134377451295e-05,0.6800528468496578,7.36609753432773e-05,1.198932979541531,3.378093809417321e-05,4.011881819581842e-05,1.0084423721493063
2013-11-01,3.528785039280735e-05,0.7225042166141481,7.055093432430287e-05,1.203473382542554,3.6049925586300645e-05,4.022629050433269e-05,1.0215959653254658
2013-11-04,3.477448195487655e-05,0.6863368985513881,8.551325210590097e-05,1.1696218021030027,3.742694628637697e-05,3.891067064117107e-05,1.0762761709848694
2013-11-05,3.766596277267884e-05,0.690862438848311,8.747218455760484e-05,1.1788976696769842,3.965528762654263e-05,3.8862028517802135e-05,1.0528149211496263
2013-11-06,3.8333959556374354e-05,0.6863980544261034,9.276321949148053e-05,1.2020457458720428,4.093132377540038e-05,4.461184792737071e-05,1.0677562205700748
