Feature,Gain,Window_Start
Close_EEM,0.003066,980
Log_Return_EEM,0.000222,980
Variance_45d_MA_EEM,0.001406,980
Volume_EFA,0.000606,980
Variance_45d_MA_EOG,0.000589,980
Variance_5d_MA_ESRX,0.000310,980
Log_Return_EWG,0.000290,980
Beta_45d_EWJ,0.014045,980
MA_45d_EXPE,0.000676,980
Volume_FDX,0.008449,980
Variance_45d_F,0.003800,980
MA_45d_F,0.009207,980
MA_5d_F,0.000495,980
MA_45d_GILD,0.002030,980
Log_Return_GLD,0.000382,980
MA_5d_HAL,0.001358,980
Volume_HD,0.001335,980
Volume_HEDJ,0.000834,980
MA_45d_IBB,0.034287,980
Variance_45d_IBM,0.017950,980
Volume_ICE,0.001605,980
MA_45d_ICE,0.000012,980
MA_5d_ICE,0.076896,980
Adj_Close_IEF,0.000045,980
Variance_45d_MA_IEF,0.000115,980
MA_45d_IEF,0.000081,980
Close_IJH,0.000933,980
Variance_45d_IJH,0.007215,980
Volume_INTC,0.001736,980
Log_Return_INTC,0.000289,980
MA_5d_INTC,0.000805,980
Volume_IVV,0.002470,980
Beta_45d_IWM,0.000693,980
Variance_5d_MA_IWM,0.002585,980
Log_Return_IWN,0.000214,980
Log_Return_IWR,0.000356,980
Log_Return_JNJ,0.000320,980
Beta_45d_JPM,0.030740,980
MA_45d_JPM,0.074599,980
Variance_45d_LBTY.K,0.002577,980
MA_5d_LLY,0.044080,980
MA_45d_LOW,0.003170,980
Beta_45d_MA,0.004020,980
Variance_45d_MCD,0.019061,980
Variance_5d_MA_MCD,0.048314,980
Variance_45d_MCK,0.000441,980
Beta_45d_MDLZ,0.000892,980
Close_MDY,0.003512,980
Variance_45d_MDY,0.001105,980
MA_5d_MDY,0.000022,980
Volume_MMM,0.000150,980
Beta_45d_MMM,0.000212,980
Variance_45d_MA_MON,0.050446,980
Beta_45d_MO,0.000596,980
Variance_45d_MO,0.000509,980
Close_MRK,0.000963,980
MA_45d_MRK,0.000540,980
MA_5d_MRK,0.000700,980
MA_5d_MSFT,0.016081,980
Variance_45d_MS,0.476587,980
Variance_5d_MA_MS,0.028329,980
Adj_Close_NKE,0.017752,980
Log_Return_NXPI,0.009636,980
Variance_45d_MA_NXPI,0.033172,980
Variance_45d_ORCL,1.141159,980
Variance_5d_MA_ORCL,0.237902,980
MA_45d_ORCL,0.006171,980
Beta_45d_PM,0.001107,980
Variance_45d_PM,0.009365,980
Variance_45d_MA_SIG,0.012181,980
Volume_SLB,0.008173,980
Variance_45d_MA_SO,0.000430,980
MA_45d_SO,0.001543,980
Volume_SPG,0.000382,980
Beta_45d_SPG,0.004060,980
MA_5d_SPG,0.014762,980
Volume_TLT,0.000229,980
Variance_5d_MA_TNA,0.000419,980
Beta_45d_TQQQ,0.004053,980
MA_45d_TSLA,0.004331,980
MA_5d_T,0.000388,980
MA_45d_UAA,0.004611,980
Log_Return_UNP,0.000678,980
Beta_45d_UNP,0.010634,980
Volume_VEU,0.001798,980
Variance_45d_VEU,0.006327,980
Variance_5d_MA_VGK,0.021940,980
Log_Return_VWO,0.000975,980
Log_Return_VZ,0.000405,980
Volume_V,0.000274,980
Log_Return_XLB,0.000581,980
Volume_XLY,0.004260,980
Beta_45d_XOP,0.007666,980
Close,0.000043,990
HAR_Pred,0.000254,990
target_multiplier,0.032893,990
Close_AABA,0.044131,990
Variance_45d_AABA,0.029298,990
Volume_AGG,0.000246,990
MA_45d_AGN,0.001214,990
MA_5d_AMLP,0.022482,990
Volume_AMZN,0.005582,990
Log_Return_AMZN,0.000555,990
Log_Return_AVGO,0.001159,990
MA_45d_AVGO,0.004402,990
Variance_45d_BA,0.005099,990
MA_5d_BA,0.000151,990
Beta_45d_BDX,0.000750,990
Variance_45d_MA_BIDU,0.814602,990
Variance_45d_BIIB,0.013390,990
Volume_BK,0.000026,990
Variance_45d_BK,0.000348,990
MA_5d_BK,0.000056,990
Close_BLK,0.039646,990
Volume_BLK,0.004829,990
Log_Return_BLK,0.000586,990
Beta_45d_BMY,0.012156,990
Volume_BRCM,0.000451,990
Log_Return_CAT,0.000352,990
Volume_CMCS.A,0.000184,990
Beta_45d_CMCS.A,0.006673,990
Volume_CMG,0.000116,990
Log_Return_COP,0.010779,990
Variance_45d_COST,0.000861,990
Beta_45d_CRM,0.004911,990
Variance_45d_CRM,0.009255,990
MA_5d_CRM,0.000705,990
Variance_45d_CVS,0.002454,990
Volume_DUK,0.000601,990
MA_45d_DUK,0.001030,990
MA_5d_EEM,0.000195,990
Adj_Close_EFA,0.013289,990
Log_Return_EFA,0.001733,990
Log_Return_ESRX,0.002476,990
MA_5d_ESRX,0.000752,990
MA_5d_EWG,0.000209,990
Log_Return_EWZ,0.000296,990
MA_5d_EXPE,0.000318,990
MA_5d_FXI,0.000286,990
MA_5d_F,0.017731,990
MA_5d_GE,0.000129,990
Log_Return_GILD,0.000057,990
MA_5d_GLD,0.004936,990
Variance_5d_MA_GOOG.L,0.002179,990
Beta_45d_GS,0.000228,990
Volume_HD,0.000936,990
Beta_45d_HD,0.185582,990
Variance_45d_HD,0.005568,990
Variance_5d_MA_HD,0.046486,990
Beta_45d_IBM,0.002388,990
MA_5d_IBM,0.000359,990
Log_Return_ICE,0.003238,990
Adj_Close_IEF,0.003285,990
Variance_5d_MA_IEF,0.000733,990
MA_45d_IEF,0.000019,990
Close_IJH,0.000063,990
Variance_45d_IJH,0.000383,990
Volume_IVV,0.000538,990
Volume_IWN,0.000083,990
MA_45d_JNJ,0.001870,990
Close_JPM,0.000831,990
Volume_KMB,0.000811,990
MA_5d_KMB,0.000416,990
Variance_45d_KO,0.003109,990
MA_5d_KR,0.004914,990
MA_5d_LLY,0.000280,990
Beta_45d_LMT,0.000772,990
Variance_45d_LMT,0.001938,990
MA_45d_MA,0.000821,990
Variance_45d_MCD,0.001575,990
Variance_5d_MA_MCD,0.012973,990
Volume_MDT,0.000158,990
SPY_Return_MDT,0.000053,990
Beta_45d_MDT,0.001222,990
Variance_45d_MDY,0.002312,990
MA_5d_MET,0.000419,990
Close_MMM,0.000615,990
MA_5d_MMM,0.002970,990
Close_MON,0.000092,990
Variance_45d_MA_MON,0.577766,990
Variance_5d_MA_MON,0.011086,990
MA_5d_MON,0.000018,990
Variance_45d_MO,0.085635,990
Variance_5d_MA_MO,0.034821,990
Beta_45d_MRK,0.000849,990
MA_45d_MRK,0.002200,990
Close_MSFT,0.012362,990
MA_45d_MSFT,0.001299,990
MA_5d_MSFT,0.044350,990
Variance_45d_MS,0.018264,990
Variance_45d_MA_MS,0.003374,990
Volume_MU,0.000136,990
Log_Return_MU,0.000776,990
Adj_Close_NFLX,0.000608,990
MA_5d_NFLX,0.001699,990
Variance_45d_NKE,0.001632,990
Variance_45d_ORCL,0.258354,990
Variance_5d_MA_ORCL,0.129468,990
Beta_45d_OXY,0.138778,990
Beta_45d_PEP,0.000867,990
MA_45d_PEP,0.003344,990
MA_45d_PXD,0.009336,990
Volume_QCOM,0.000034,990
MA_45d_QQQ,0.002180,990
Close_REGN,0.002235,990
Variance_45d_SBUX,0.002720,990
Volume_SHY,0.000207,990
MA_5d_SIG,0.000205,990
Adj_Close_SLB,0.022362,990
MA_45d_SLB,0.000070,990
Volume_SO,0.000489,990
Adj_Close_SO,0.000152,990
Beta_45d_SO,0.000074,990
Variance_45d_MA_SO,0.000391,990
MA_5d_SO,0.008394,990
Log_Return_SPG,0.000066,990
Beta_45d_SPG,0.000114,990
Log_Return_TFCF.A,0.000278,990
MA_45d_TFCF.A,0.033154,990
Log_Return_T,0.000206,990
MA_5d_T,0.000185,990
Variance_45d_UAL,0.000407,990
Beta_45d_UNP,0.003484,990
Variance_5d_MA_UNP,0.001199,990
Volume_UPS,0.001011,990
Log_Return_UPS,0.000545,990
Variance_5d_MA_UPS,0.000641,990
Volume_VLO,0.001079,990
Beta_45d_VLO,0.007396,990
MA_5d_VLO,0.002037,990
Volume_VOO,0.000172,990
Variance_45d_VWO,0.000268,990
Adj_Close_VXX,0.001569,990
Log_Return_WFC,0.000065,990
MA_5d_WMT,0.001146,990
Close_WW,0.001912,990
MA_45d_XLB,0.022207,990
Close,0.001629,995
target_multiplier,0.052314,995
Close_AABA,0.673992,995
Volume_AABA,0.001134,995
Variance_45d_AABA,0.015471,995
Variance_45d_AAPL,0.000853,995
Variance_45d_MA_ABT,0.000262,995
Variance_5d_MA_ABT,0.093172,995
Variance_45d_ACN,0.094966,995
Variance_5d_MA_AGN,0.007230,995
MA_45d_AIG,0.001055,995
Variance_45d_AMGN,0.001166,995
Log_Return_ANDV,0.000231,995
Variance_45d_ATVI,0.022897,995
MA_45d_AVGO,0.004008,995
Log_Return_BDX,0.000845,995
Volume_BHC,0.000289,995
Variance_45d_MA_BIDU,0.499243,995
Variance_45d_BIIB,0.016644,995
Close_BK,0.000009,995
SPY_Return_BK,0.000002,995
Variance_45d_BK,0.010336,995
Log_Return_BLK,0.000827,995
Beta_45d_BLK,0.000733,995
Variance_45d_MA_BLK,0.009267,995
Beta_45d_BMY,0.019355,995
Beta_45d_BND,0.002872,995
Volume_BRCM,0.001196,995
Variance_45d_BRK.B,0.053101,995
Log_Return_CELG,0.001089,995
MA_45d_CMCS.A,0.000050,995
MA_5d_CMCS.A,0.000668,995
Beta_45d_COST,0.001145,995
Variance_45d_COST,0.000170,995
Variance_45d_CRM,0.000283,995
MA_45d_CRM,0.006473,995
MA_45d_DAL,0.010171,995
Log_Return_DUK,0.001807,995
Log_Return_EEM,0.000313,995
Beta_45d_EEM,0.042048,995
Log_Return_EFA,0.000941,995
MA_45d_EFA,0.000086,995
Volume_ESRX,0.001179,995
MA_5d_EXPE,0.008046,995
Volume_F,0.009853,995
MA_5d_F,0.000138,995
Beta_45d_GILD,0.003504,995
MA_5d_GILD,0.000272,995
Variance_45d_GOOG.L,0.000509,995
Variance_45d_HD,0.002222,995
Variance_5d_MA_HD,0.083679,995
MA_5d_HEDJ,0.000351,995
Log_Return_HYG,0.001018,995
Beta_45d_IEF,0.053608,995
Variance_5d_MA_IEF,0.009608,995
MA_45d_IEF,0.003833,995
Volume_IJH,0.000095,995
Variance_45d_IJH,0.000399,995
Beta_45d_IVV,0.227290,995
Volume_IWN,0.000326,995
Variance_45d_IWN,0.000339,995
Log_Return_IYR,0.000873,995
Close_JNJ,0.001418,995
Beta_45d_KO,0.004022,995
Volume_LBTY.K,0.001778,995
Beta_45d_LLY,0.006680,995
Volume_LMT,0.000429,995
Close_LOW,0.001330,995
Log_Return_MA,0.000709,995
Variance_5d_MA_MCD,0.010213,995
Volume_MCK,0.005446,995
Beta_45d_MDLZ,0.001076,995
Variance_5d_MA_MDLZ,1.246705,995
Beta_45d_MDY,0.000378,995
MA_45d_MDY,0.000203,995
MA_5d_MDY,0.000217,995
MA_5d_MMM,0.004372,995
Variance_45d_MA_MON,0.292975,995
Close_MO,0.000593,995
Adj_Close_MO,0.000280,995
Variance_45d_MO,0.079858,995
Volume_MRK,0.000165,995
Adj_Close_MRK,0.006580,995
Beta_45d_MRK,0.001771,995
MA_45d_MRK,0.004651,995
MA_5d_MSFT,0.013297,995
Variance_45d_MS,0.028955,995
Log_Return_NFLX,0.004612,995
Log_Return_NKE,0.001653,995
Volume_NXPI,0.002406,995
Variance_5d_MA_ORCL,0.004618,995
Beta_45d_OXY,0.039910,995
MA_45d_PXD,0.000589,995
Volume_SBUX,0.000242,995
Log_Return_SBUX,0.000932,995
Volume_SIG,0.000187,995
MA_45d_SLB,0.000018,995
Variance_45d_MA_SO,0.002906,995
MA_45d_SO,0.020272,995
MA_5d_SO,0.001409,995
Adj_Close_SPG,0.000045,995
Log_Return_SPG,0.000913,995
Beta_45d_SSO,0.000782,995
Variance_45d_MA_SWKS,0.068020,995
MA_45d_SWKS,0.000535,995
MA_45d_TFCF.A,0.003193,995
MA_45d_TSLA,0.010739,995
Log_Return_TWX,0.000743,995
Variance_45d_TWX,0.000894,995
Beta_45d_TXN,0.003714,995
Log_Return_UNP,0.000362,995
Beta_45d_UNP,0.005726,995
Variance_45d_UPS,0.000243,995
MA_5d_USB,0.000506,995
Variance_45d_USO,0.003953,995
Close_VEU,0.001259,995
Beta_45d_VGK,0.000010,995
Log_Return_VIX,0.000214,995
Variance_5d_MA_VIX,0.000132,995
Close_VLO,0.000097,995
Volume_VLO,0.000626,995
Close_VTI,0.030863,995
Volume_VTV,0.000168,995
Log_Return_VWO,0.000245,995
Beta_45d_VZ,0.000211,995
MA_5d_VZ,0.004177,995
Log_Return_V,0.000474,995
Variance_45d_V,0.000479,995
MA_45d_V,0.000713,995
MA_45d_WMT,0.000158,995
MA_5d_WMT,0.006533,995
Variance_45d_WW,0.001600,995
MA_45d_WW,0.000320,995
Variance_45d_XLK,0.010981,995
MA_5d_XLK,0.001777,995
Beta_45d_XLV,0.000205,995
Log_Return_XLY,0.003600,995
Close,0.000413,1000
target_multiplier,0.068142,1000
Close_AABA,0.634059,1000
Variance_45d_AABA,0.030479,1000
Log_Return_AAPL,0.002307,1000
MA_45d_AAPL,0.001692,1000
MA_45d_ACN,0.004561,1000
MA_5d_ACN,0.009054,1000
Variance_45d_AET,0.015041,1000
Variance_5d_MA_AGN,0.000483,1000
Volume_AIG,0.000407,1000
Variance_45d_AIG,0.066397,1000
Volume_AMLP,0.001340,1000
Close_AMZN,0.180846,1000
MA_5d_APC,0.002703,1000
MA_45d_AVGO,0.001614,1000
Variance_45d_BAC,0.226573,1000
Beta_45d_BDX,0.000296,1000
MA_45d_BDX,0.005784,1000
Volume_BIDU,0.000142,1000
Log_Return_BIDU,0.001037,1000
Variance_45d_MA_BIDU,0.255562,1000
Beta_45d_BIIB,0.000314,1000
Log_Return_BKNG,0.000232,1000
MA_45d_BKNG,0.000140,1000
MA_5d_BKNG,0.002644,1000
Variance_45d_BK,0.106993,1000
Variance_5d_MA_BK,0.001434,1000
Close_BLK,0.000001,1000
Log_Return_BLK,0.000360,1000
Variance_5d_MA_BMY,0.000317,1000
MA_45d_BMY,0.030195,1000
Log_Return_BND,0.000222,1000
Beta_45d_BND,0.000786,1000
Variance_45d_BND,0.022773,1000
MA_45d_BP,0.001647,1000
Volume_BRCM,0.000557,1000
Close_BRK.B,0.000078,1000
MA_5d_BRK.B,0.000499,1000
Variance_45d_CAT,0.000987,1000
Volume_CB,0.000099,1000
Beta_45d_CB,0.074267,1000
Volume_CMG,0.000172,1000
Log_Return_CMG,0.000923,1000
Variance_5d_MA_COST,0.001165,1000
Volume_CRM,0.000085,1000
Volume_CVS,0.000677,1000
Variance_45d_CVS,0.001864,1000
Volume_DD,0.004563,1000
Variance_45d_DD,0.025849,1000
Log_Return_DIS,0.000245,1000
Log_Return_DOW,0.003677,1000
Volume_DUK,0.003354,1000
Beta_45d_DUK,0.014799,1000
MA_5d_DUK,0.001006,1000
Beta_45d_DXJ,0.000571,1000
Beta_45d_EEM,0.077083,1000
MA_45d_EEM,0.000988,1000
MA_5d_EEM,0.000577,1000
Beta_45d_EFA,0.034729,1000
Log_Return_ESRX,0.000321,1000
Variance_45d_ESRX,0.102005,1000
MA_45d_EWJ,0.000132,1000
MA_45d_FXI,0.000711,1000
Close_F,0.001663,1000
MA_5d_F,0.007469,1000
Log_Return_GS,0.002434,1000
Variance_45d_HD,0.002350,1000
Variance_5d_MA_HD,0.504165,1000
MA_45d_HYG,0.004229,1000
Variance_45d_ICE,0.000439,1000
MA_5d_ICE,0.003262,1000
Log_Return_IEF,0.000223,1000
Variance_45d_MA_IEF,0.000024,1000
Variance_45d_MA_ILMN,0.008896,1000
MA_45d_ILMN,0.000422,1000
Volume_INTC,0.001600,1000
Adj_Close_INTC,0.004290,1000
Beta_45d_INTC,0.000299,1000
Variance_5d_MA_INTC,0.013736,1000
Beta_45d_IVV,0.313258,1000
Log_Return_IWN,0.000146,1000
Beta_45d_IWR,0.000345,1000
Beta_45d_JPM,0.000198,1000
Volume_KO,0.000405,1000
Beta_45d_KO,0.030738,1000
Log_Return_LBTY.A,0.000175,1000
Variance_5d_MA_LBTY.A,0.000380,1000
Log_Return_LBTY.K,0.001342,1000
MA_45d_LLY,0.000231,1000
Volume_MCK,0.005627,1000
Variance_5d_MA_MDLZ,0.001868,1000
Variance_45d_MA_MDT,0.000183,1000
Variance_45d_MDY,0.001350,1000
Variance_45d_MET,0.000026,1000
MA_5d_MON,0.000140,1000
MA_45d_MO,0.012541,1000
MA_5d_MO,0.012324,1000
Beta_45d_MRK,0.009726,1000
MA_5d_MSFT,0.006148,1000
Close_MS,0.000551,1000
Log_Return_MS,0.000234,1000
Close_MU,0.003362,1000
Log_Return_ORCL,0.000289,1000
MA_5d_ORCL,0.000261,1000
Log_Return_OXY,0.000053,1000
Beta_45d_PFE,0.000282,1000
MA_45d_PXD,0.006706,1000
Volume_QCOM,0.000092,1000
Log_Return_REGN,0.000153,1000
Log_Return_SBUX,0.000386,1000
MA_5d_SBUX,0.000230,1000
Adj_Close_SCHW,0.000113,1000
Beta_45d_SCHW,0.001598,1000
Close_SIG,0.002298,1000
Adj_Close_SLB,0.003783,1000
MA_45d_SLB,0.000017,1000
Variance_45d_MA_SO,0.008268,1000
Log_Return_SPG,0.000004,1000
Variance_45d_MA_SWKS,0.009358,1000
Close_TFCF.A,0.000105,1000
Log_Return_TFCF.A,0.000191,1000
Volume_TGT,0.000028,1000
MA_45d_TGT,0.001614,1000
MA_45d_TLT,0.002308,1000
Volume_TNA,0.001289,1000
Log_Return_TWX,0.000135,1000
Beta_45d_TXN,0.052766,1000
MA_45d_T,0.000194,1000
Beta_45d_UNP,0.002091,1000
Volume_UPS,0.000397,1000
Variance_45d_USO,0.001571,1000
Variance_45d_VEU,0.003279,1000
Beta_45d_VGK,0.000148,1000
Beta_45d_VNQ,0.002366,1000
Close_VXX,0.003638,1000
Log_Return_VZ,0.000387,1000
MA_5d_VZ,0.001172,1000
Variance_5d_MA_WFC,0.016660,1000
Log_Return_WMB,0.000610,1000
Variance_45d_WMT,0.001879,1000
MA_45d_WMT,0.001718,1000
Log_Return_XLB,0.000280,1000
MA_45d_XLF,0.000580,1000
MA_45d_XLI,0.000454,1000
Log_Return_XLP,0.000256,1000
Volume_XLU,0.001543,1000
Volume_XLV,0.002860,1000
Close,0.000285,1005
Volume,0.000108,1005
target_multiplier,0.116150,1005
Close_AABA,0.511541,1005
Log_Return_AABA,0.001784,1005
Beta_45d_AABA,0.000438,1005
Variance_45d_AABA,0.010005,1005
MA_45d_AABA,0.000154,1005
Variance_45d_AAPL,0.005326,1005
Volume_AGN,0.000833,1005
Variance_5d_MA_AGN,0.004704,1005
Log_Return_ANDV,0.000181,1005
MA_5d_APC,0.006481,1005
Beta_45d_BAC,0.002010,1005
Variance_45d_BAC,0.932464,1005
MA_45d_BAC,0.000420,1005
Volume_BA,0.002238,1005
Log_Return_BA,0.000318,1005
Close_BIDU,0.003591,1005
Log_Return_BIDU,0.000272,1005
Volume_BIIB,0.001687,1005
MA_5d_BIIB,0.001749,1005
Close_BK,0.000427,1005
Variance_45d_MA_BLK,0.086988,1005
Beta_45d_BND,0.001730,1005
Variance_45d_BND,0.196649,1005
MA_5d_BND,0.000271,1005
Volume_BRCM,0.000027,1005
Variance_45d_MA_BRCM,0.234960,1005
Beta_45d_BRK.B,0.010816,1005
Volume_CAT,0.000946,1005
Variance_5d_MA_CB,0.010616,1005
Variance_45d_CELG,0.004804,1005
MA_5d_CELG,0.000442,1005
Log_Return_COP,0.000120,1005
MA_5d_COP,0.001131,1005
Variance_5d_MA_COST,0.039755,1005
MA_5d_CSCO,0.000842,1005
Volume_CVS,0.000497,1005
MA_45d_DAL,0.006944,1005
Volume_DUK,0.004349,1005
Log_Return_EEM,0.000289,1005
Beta_45d_EEM,0.009825,1005
MA_5d_EEM,0.000017,1005
MA_5d_EFA,0.000003,1005
Close_EWG,0.005442,1005
Volume_EWJ,0.000325,1005
MA_5d_EXPE,0.002396,1005
Beta_45d_EZU,0.000375,1005
Beta_45d_FXI,0.000350,1005
MA_45d_FXI,0.000385,1005
MA_45d_GE,0.004097,1005
Variance_45d_GILD,0.000197,1005
MA_5d_GILD,0.001355,1005
Volume_GLD,0.001764,1005
Log_Return_GOOG.L,0.000902,1005
Beta_45d_GS,0.000205,1005
Beta_45d_HD,0.038506,1005
Variance_5d_MA_HD,0.927945,1005
MA_45d_HYG,0.000799,1005
MA_5d_IBB,0.001099,1005
Close_IEF,0.000012,1005
Adj_Close_IEF,0.000073,1005
Beta_45d_IEF,0.110143,1005
Volume_IJH,0.000123,1005
Beta_45d_INTC,0.027149,1005
Beta_45d_IVV,0.262889,1005
Beta_45d_IWB,0.012626,1005
Volume_IWF,0.001654,1005
Close_JNJ,0.011334,1005
Variance_5d_MA_KMB,0.044180,1005
Volume_LLY,0.000474,1005
MA_45d_LLY,0.000411,1005
MA_5d_LLY,0.004531,1005
Log_Return_MCD,0.000557,1005
Beta_45d_MMM,0.024910,1005
Variance_45d_MA_MMM,0.000814,1005
Close_MON,0.000397,1005
Volume_MON,0.003119,1005
Variance_45d_MON,0.000186,1005
MA_5d_MON,0.003047,1005
Log_Return_MO,0.001116,1005
Variance_45d_MO,0.088565,1005
MA_45d_MO,0.018585,1005
Beta_45d_MRK,0.000914,1005
MA_5d_MSFT,0.014074,1005
Close_NKE,0.000632,1005
Volume_NXPI,0.000250,1005
Variance_45d_MA_NXPI,0.081012,1005
Beta_45d_ORCL,0.069769,1005
Variance_5d_MA_PG,0.003429,1005
Variance_45d_QCOM,0.003191,1005
MA_45d_QCOM,0.000289,1005
Volume_REGN,0.000266,1005
MA_45d_REGN,0.002382,1005
Volume_SBUX,0.000516,1005
Close_SIG,0.000951,1005
MA_45d_SIG,0.000399,1005
Volume_SLB,0.001366,1005
Log_Return_SO,0.007168,1005
Beta_45d_SO,0.001297,1005
Variance_45d_MA_SO,0.012583,1005
Volume_SWKS,0.000182,1005
Volume_TLT,0.001303,1005
MA_45d_TSLA,0.013418,1005
Variance_45d_TWX,0.000584,1005
Log_Return_UAA,0.001271,1005
MA_5d_UAA,0.000867,1005
Variance_45d_UAL,0.001595,1005
Log_Return_UNP,0.000866,1005
Beta_45d_UNP,0.008371,1005
Volume_UPS,0.000318,1005
Beta_45d_VIX,0.000026,1005
MA_5d_VIX,0.000143,1005
Log_Return_VLO,0.000419,1005
Beta_45d_VTI,0.000233,1005
Variance_45d_VWO,0.000159,1005
Log_Return_VZ,0.000371,1005
MA_5d_VZ,0.002933,1005
Beta_45d_V,0.000701,1005
MA_45d_V,0.002961,1005
MA_45d_WBA,0.000237,1005
Volume_WFC,0.000168,1005
Log_Return_WW,0.000291,1005
Beta_45d_WW,0.000311,1005
Log_Return_XLB,0.001031,1005
Close,0.000021,1010
Volume,0.000283,1010
target_multiplier,0.209971,1010
Close_AABA,0.747513,1010
Variance_45d_AABA,0.007534,1010
Variance_5d_MA_AABA,0.000177,1010
Variance_45d_AAPL,0.009846,1010
Variance_5d_MA_AAPL,0.003710,1010
Variance_5d_MA_ABT,0.062765,1010
Variance_5d_MA_AGN,0.021961,1010
Close_ANDV,0.005283,1010
Beta_45d_ATVI,0.006787,1010
Log_Return_AVGO,0.000116,1010
Volume_BIDU,0.000541,1010
MA_5d_BKNG,0.000389,1010
Beta_45d_BK,0.000253,1010
Variance_45d_BK,0.000118,1010
MA_45d_BK,0.000546,1010
Close_BLK,0.000014,1010
Volume_BLK,0.000033,1010
Volume_BP,0.000204,1010
MA_45d_BRCM,0.000486,1010
MA_45d_CAT,0.000157,1010
Variance_5d_MA_CB,0.029180,1010
MA_5d_CELG,0.001470,1010
MA_5d_CMG,0.005236,1010
Variance_45d_CSCO,0.000587,1010
Volume_CVS,0.000901,1010
MA_45d_DAL,0.007785,1010
Log_Return_DIS,0.000131,1010
Volume_DOW,0.000178,1010
Log_Return_DUK,0.000282,1010
Beta_45d_DUK,0.000660,1010
Volume_DXJ,0.000761,1010
Log_Return_EEM,0.000383,1010
Beta_45d_EEM,0.022893,1010
Variance_5d_MA_EFA,0.000165,1010
Variance_45d_MA_EOG,0.000201,1010
MA_45d_EOG,0.000391,1010
Log_Return_EPD,0.001029,1010
MA_5d_EPD,0.005197,1010
Variance_45d_ESRX,0.393948,1010
MA_45d_ESRX,0.006505,1010
Beta_45d_EWJ,0.008517,1010
Variance_5d_MA_EWJ,0.002132,1010
MA_5d_EXPE,0.002995,1010
Volume_EZU,0.000130,1010
Log_Return_FDX,0.000209,1010
Beta_45d_FDX,0.008351,1010
Beta_45d_GE,0.008801,1010
Log_Return_GILD,0.000891,1010
Volume_GOOG.L,0.000459,1010
Log_Return_GOOG.L,0.000362,1010
Variance_5d_MA_GOOG.L,0.108809,1010
Beta_45d_GS,0.001131,1010
Variance_45d_GS,0.003003,1010
Variance_5d_MA_GS,0.002984,1010
MA_45d_HAL,0.011190,1010
Variance_5d_MA_HD,0.123255,1010
Log_Return_IBB,0.001385,1010
Beta_45d_IEF,0.139143,1010
Variance_5d_MA_IEF,0.000668,1010
Volume_IJH,0.000292,1010
Variance_45d_MA_IJH,0.001026,1010
Adj_Close_ILMN,0.000241,1010
Log_Return_INTC,0.000071,1010
Variance_5d_MA_INTC,0.032104,1010
MA_45d_INTC,0.001814,1010
Beta_45d_IWB,0.000514,1010
Variance_45d_MA_IWD,0.003124,1010
Variance_45d_IWN,0.000179,1010
MA_45d_IWN,0.011706,1010
MA_45d_IYR,0.000719,1010
Variance_45d_JNJ,0.000322,1010
Beta_45d_KR,0.000353,1010
MA_5d_KR,0.003126,1010
Variance_5d_MA_LBTY.K,0.000743,1010
Log_Return_LMT,0.000122,1010
Variance_45d_MCD,0.001490,1010
Variance_45d_MCK,0.000416,1010
Beta_45d_MDY,0.015189,1010
SPY_Return_MET,0.000058,1010
Variance_45d_MET,0.000324,1010
Variance_45d_MA_MMM,0.002102,1010
Volume_MON,0.002846,1010
Beta_45d_MON,0.000787,1010
Variance_45d_MO,0.059161,1010
Variance_5d_MA_MO,0.046971,1010
MA_45d_MO,0.019720,1010
Log_Return_MSFT,0.000915,1010
MA_5d_MSFT,0.014636,1010
Beta_45d_MU,0.000374,1010
Volume_NKE,0.005928,1010
Variance_45d_QCOM,0.002875,1010
MA_45d_REGN,0.000714,1010
Close_SBUX,0.001304,1010
Variance_45d_SBUX,0.006113,1010
Beta_45d_SIG,0.002559,1010
Log_Return_SO,0.001951,1010
Beta_45d_SO,0.001226,1010
Variance_45d_MA_SO,0.000024,1010
Close_SPG,0.000403,1010
Variance_45d_SPG,0.000124,1010
MA_5d_SPG,0.000042,1010
Log_Return_SWKS,0.000169,1010
Variance_45d_SWKS,0.000196,1010
MA_5d_SWKS,0.000103,1010
Log_Return_TGT,0.000232,1010
Variance_45d_TGT,0.001981,1010
MA_5d_TQQQ,0.000193,1010
Beta_45d_T,0.046190,1010
MA_5d_T,0.001293,1010
MA_45d_UAL,0.000138,1010
Log_Return_USO,0.000453,1010
Close_UTX,0.000763,1010
Beta_45d_VEA,0.085957,1010
Log_Return_VIX,0.000140,1010
Variance_45d_MA_VNQ,0.000077,1010
Adj_Close_VTV,0.000867,1010
Volume_VZ,0.000086,1010
Beta_45d_VZ,0.000781,1010
Log_Return_WMB,0.000421,1010
MA_45d_WMT,0.005764,1010
MA_45d_XLB,0.000910,1010
Variance_45d_XLF,0.033533,1010
Beta_45d_XLP,0.019593,1010
Volume_XLU,0.001253,1010
Variance_5d_MA_XLU,0.000224,1010
Volume_XLV,0.000254,1010
Close,0.000081,1015
Volume,0.000149,1015
target_multiplier,0.115291,1015
Close_AABA,0.822669,1015
Adj_Close_AABA,0.000074,1015
Beta_45d_AABA,0.002602,1015
Variance_45d_AABA,0.011956,1015
Variance_45d_AAPL,0.005218,1015
Variance_5d_MA_ABT,0.016462,1015
